일련번호,구분,시/도,군/구,여름 실내 라돈 농도 (Bq/m3),가을 실내 라돈 농도 (Bq/m3),겨울 실내 라돈 농도 (Bq/m3),봄 실내 라돈 농도 (Bq/m3)
1,관공서,강원도,강릉시,45.2,65.2,66.7,68.2
2,관공서,강원도,강릉시,27.5,40.5,,
3,관공서,강원도,강릉시,24.6,50.4,52.2,32.8
4,관공서,강원도,강릉시,35.7,60,48.5,38.8
5,관공서,강원도,강릉시,43.9,,195.8,101.9
6,관공서,강원도,고성군,22.3,41.3,41.2,43.2
7,관공서,강원도,고성군,17.8,17,26.9,27.7
8,관공서,강원도,동해시,28.9,43.9,42.6,38.7
9,관공서,강원도,동해시,62.8,58.7,85.1,58.3
10,관공서,강원도,삼척시,22.5,37.9,37.6,40
11,관공서,강원도,삼척시,47.3,55.8,67.1,56.6
12,관공서,강원도,삼척시,36.3,,51.6,41.6
13,관공서,강원도,삼척시,37.4,60.2,54.2,40.1
14,관공서,강원도,삼척시,35.7,58.5,53.8,40.2
15,관공서,강원도,속초시,23.8,27.2,32.4,43
16,관공서,강원도,양구군,28.3,71.6,94.8,27
17,관공서,강원도,양구군,19.9,45.9,30,21.2
18,관공서,강원도,양양군,21.2,22.7,47.8,29
19,관공서,강원도,영월군,31.1,58.7,36.7,47.7
20,관공서,강원도,영월군,29,52.1,58.2,36.6
21,관공서,강원도,원주시,57.3,69.8,79.8,76.1
22,관공서,강원도,원주시,38.3,51.9,83.1,39.5
23,관공서,강원도,원주시,48.2,60.7,57.7,55.9
24,관공서,강원도,원주시,76.2,91,79.3,81.2
25,관공서,강원도,인제군,58.4,85,70.1,50.1
26,관공서,강원도,정선군,29.7,32.4,46.8,40.5
27,관공서,강원도,정선군,27.3,33,38.4,30.7
28,관공서,강원도,정선군,33.5,83.1,94.9,65.2
29,관공서,강원도,정선군,45.1,77.8,53.7,56.4
30,관공서,강원도,철원군,0.3,43.8,51.5,42.6
31,관공서,강원도,철원군,38.6,25.4,53.8,38.2
32,관공서,강원도,춘천시,80.5,92.4,86.6,83.7
33,관공서,강원도,춘천시,62,56.1,65.9,70.9
34,관공서,강원도,평창군,30.7,57.5,39.8,48.3
35,관공서,강원도,평창군,49.2,89.3,79.3,65.9
36,관공서,강원도,평창군,70.5,116.1,204.8,143.6
37,관공서,강원도,평창군,32.4,52.9,78.4,45.7
38,관공서,강원도,홍천군,23.6,93.2,96.5,29
39,관공서,강원도,홍천군,29.8,75.5,46.8,55.1
40,관공서,강원도,홍천군,71.4,,110.2,53.2
41,관공서,강원도,홍천군,41,79.4,76.3,71.5
42,관공서,강원도,홍천군,32.2,41.6,33.8,37.5
43,관공서,강원도,화천군,28.3,71.5,101.1,39.8
44,관공서,강원도,화천군,33,68,63.5,50.7
45,관공서,강원도,횡성군,64.4,95.4,111.6,99.7
46,관공서,강원도,횡성군,37.3,87.6,82.3,60.1
47,관공서,강원도,횡성군,55.8,124,145.4,68.9
48,관공서,강원도,횡성군,32.4,49.2,63.1,43.8
49,관공서,강원도,횡성군,35.4,71.4,90.5,43.1
50,관공서,경기도,가평군,12.4,48.9,58.3,38.1
51,관공서,경기도,가평군,38.5,62.2,116.4,42.2
52,관공서,경기도,가평군,24.2,48.6,39.2,40.2
53,관공서,경기도,고양시,19.9,23.7,20.5,11.9
54,관공서,경기도,고양시,38.2,33.2,39,34.3
55,관공서,경기도,고양시,28.7,30.2,25.4,30
56,관공서,경기도,광주시,45.2,,68.6,52.2
57,관공서,경기도,광주시,17.8,,39.9,33.2
58,관공서,경기도,구리시,52.3,63.6,58.8,50.5
59,관공서,경기도,군포시,33.1,47.9,43.4,41
60,관공서,경기도,김포시,75.4,90,77.6,79.2
61,관공서,경기도,김포시,2,31.2,,34.6
62,관공서,경기도,남양주시,24.5,24.5,25.5,32.2
63,관공서,경기도,남양주시,45.3,55.1,52.8,38.5
64,관공서,경기도,남양주시,20.5,34.8,26.2,32.7
65,관공서,경기도,남양주시,32,46,43.1,43.2
66,관공서,경기도,남양주시,44.4,58.6,51.2,49.7
67,관공서,경기도,동두천시,21.4,48.6,37.2,18.7
68,관공서,경기도,부천시,23.2,52.4,19.5,30.2
69,관공서,경기도,부천시,30.1,39,34.8,37.3
70,관공서,경기도,성남시,42.7,27.4,20.9,27
71,관공서,경기도,성남시,27.3,31.2,141.1,16.9
72,관공서,경기도,성남시,13.5,21.1,27.7,21.6
73,관공서,경기도,수원시,59.3,53.8,49.5,35.9
74,관공서,경기도,수원시,50.6,50.2,50.7,44.8
75,관공서,경기도,시흥시,42.1,27.5,18,47.6
76,관공서,경기도,시흥시,23.5,,,
77,관공서,경기도,안산시,12.6,31.7,9.2,26.4
78,관공서,경기도,안성시,31.8,35.5,30.8,28.1
79,관공서,경기도,안성시,40.6,51.3,46.7,42.7
80,관공서,경기도,안성시,23.6,53.6,47.4,40.5
81,관공서,경기도,안성시,63.2,88.1,118.2,68.2
82,관공서,경기도,안성시,63.8,109.8,115.5,
83,관공서,경기도,안양시,77,107.4,63.6,86.7
84,관공서,경기도,안양시,27.2,43.6,69.6,25.9
85,관공서,경기도,안양시,47.9,66.9,25.2,50.8
86,관공서,경기도,양주시,36.1,56,57.9,37.3
87,관공서,경기도,양주시,39.6,,42.9,27.4
88,관공서,경기도,양평군,33.4,49.5,61.2,18.5
89,관공서,경기도,양평군,29.5,42.7,47,37.7
90,관공서,경기도,양평군,57.2,48.8,50.1,74.4
91,관공서,경기도,양평군,32.1,81.2,88.3,
92,관공서,경기도,여주군,32.4,84.4,68.8,52.5
93,관공서,경기도,여주군,41.7,71.2,65.5,42.6
94,관공서,경기도,연천군,34,59.1,,34.7
95,관공서,경기도,용인시,18.7,60.1,30.3,28.4
96,관공서,경기도,용인시,47.5,80.3,62.6,46.3
97,관공서,경기도,용인시,76.3,110,81.1,77.6
98,관공서,경기도,의정부시,40.6,59.3,66.8,47
99,관공서,경기도,이천시,23.6,73.8,122.8,47.7
100,관공서,경기도,이천시,50.3,80.3,59.4,60.2
101,관공서,경기도,이천시,39.3,45.2,62.3,42.9
102,관공서,경기도,파주시,24.8,28.2,30.4,22.9
103,관공서,경기도,평택시,13.1,36.9,32.4,26.2
104,관공서,경기도,평택시,28.2,47.2,44.3,35.2
105,관공서,경기도,평택시,22.2,46.7,30.9,34.1
106,관공서,경기도,평택시,28.7,41.8,35.7,30.5
107,관공서,경기도,포천시,36,65.9,75.8,35.2
108,관공서,경기도,포천시,47.6,82.4,66.4,50
109,관공서,경기도,포천시,110.6,187.4,237.5,141.5
110,관공서,경기도,포천시,38.1,61.1,61.7,29.6
111,관공서,경기도,화성시,49.8,39.3,41.4,35.6
112,관공서,경기도,화성시,12.9,25.9,21,22.9
113,관공서,경기도,화성시,66.8,71.2,78.3,60.5
114,관공서,경상남도,거제시,26.3,63.6,49.8,49.6
115,관공서,경상남도,거제시,16.9,18.8,25.7,30.6
116,관공서,경상남도,거창군,39.9,86.9,39.8,56.3
117,관공서,경상남도,거창군,55.4,90.8,86.4,81.4
118,관공서,경상남도,고성군,20.3,30.4,28.7,35.5
119,관공서,경상남도,고성군,11.5,34.7,40,24.4
120,관공서,경상남도,김해시,30,30.4,42.2,21.4
121,관공서,경상남도,남해군,12.5,42.5,34.7,24.7
122,관공서,경상남도,남해군,29.8,30.3,37.5,33.6
123,관공서,경상남도,마산시,16.5,31,29.2,36.8
124,관공서,경상남도,마산시,19.6,26.4,40.3,42.7
125,관공서,경상남도,밀양시,26.8,35.5,24.8,37.6
126,관공서,경상남도,밀양시,28.1,53.6,19.5,28.7
127,관공서,경상남도,밀양시,28,54.5,23.3,29.2
128,관공서,경상남도,밀양시,27.2,67.4,52.7,22.5
129,관공서,경상남도,사천시,33.3,64.3,112.5,53
130,관공서,경상남도,사천시,10.6,32.4,17.7,15.7
131,관공서,경상남도,사천시,22,45.7,38.4,
132,관공서,경상남도,산청군,14.8,39.9,31.2,40.2
133,관공서,경상남도,양산시,10.9,32.2,25.6,22.6
134,관공서,경상남도,양산시,14.6,27.6,49.4,46.7
135,관공서,경상남도,양산시,25.8,34.4,31.4,46.3
136,관공서,경상남도,진주시,12.4,100.5,68.1,60.1
137,관공서,경상남도,진주시,32.9,128.3,146.6,41.6
138,관공서,경상남도,진주시,33.9,39.4,33.6,30.1
139,관공서,경상남도,진주시,26.2,65,44.5,39.6
140,관공서,경상남도,진해시,30.1,35.9,55.2,37.6
141,관공서,경상남도,진해시,12.2,17.6,28.8,29.7
142,관공서,경상남도,진해시,32.5,31.7,45,33.8
143,관공서,경상남도,진해시,21.8,34.9,41.4,47.5
144,관공서,경상남도,창녕군,15.2,32.6,38.5,15.3
145,관공서,경상남도,창녕군,21.2,37.7,46.6,7.7
146,관공서,경상남도,창원시,23.9,24.7,15.9,32.9
147,관공서,경상남도,창원시,25.6,41.3,,36.1
148,관공서,경상남도,창원시,23.1,35.6,38.6,30.8
149,관공서,경상남도,하동군,36.8,56,59.7,34.3
150,관공서,경상남도,하동군,9.1,40,43.5,30.8
151,관공서,경상남도,함안군,22.4,27.3,33.1,29.8
152,관공서,경상남도,함안군,41.2,60.4,60.1,47.1
153,관공서,경상남도,함양군,15.4,32.4,28.2,26
154,관공서,경상남도,함양군,33.6,45.6,39.5,37.3
155,관공서,경상남도,함양군,18.5,56.8,62.1,50.6
156,관공서,경상남도,합천군,20.6,31.2,41.8,38.4
157,관공서,경상남도,합천군,21.2,33.4,44.4,31.5
158,관공서,경상북도,경산시,16.9,52.8,58,13.4
159,관공서,경상북도,경산시,32.1,35.2,38.8,28.7
160,관공서,경상북도,경주시,42.1,44.4,63.3,39.2
161,관공서,경상북도,경주시,25.1,46.1,35,25.1
162,관공서,경상북도,경주시,21.3,39.5,38.7,37.5
163,관공서,경상북도,경주시,26.2,41.8,26.6,28
164,관공서,경상북도,경주시,40.5,58.7,74.9,42.1
165,관공서,경상북도,경주시,12.8,22.9,18.3,20.2
166,관공서,경상북도,고령군,50.9,49.6,54.6,45.2
167,관공서,경상북도,구미시,19.1,41.4,47.6,25.6
168,관공서,경상북도,구미시,28.5,52,40.8,38.8
169,관공서,경상북도,군위군,14.4,77.7,92.7,31.2
170,관공서,경상북도,군위군,10.4,31,27.2,19.2
171,관공서,경상북도,김천시,40.7,63.8,58.2,
172,관공서,경상북도,김천시,48.2,39.2,48.3,46.8
173,관공서,경상북도,김천시,53.1,49.4,36.4,29.7
174,관공서,경상북도,김천시,32.4,36.4,33,33.8
175,관공서,경상북도,김천시,17,38.6,32,21.9
176,관공서,경상북도,문경시,49.7,74,71,54.9
177,관공서,경상북도,문경시,98.3,252.3,679.6,240.4
178,관공서,경상북도,문경시,30.9,48.7,76.7,25.6
179,관공서,경상북도,봉화군,79.3,194.1,230.4,125.6
180,관공서,경상북도,봉화군,30.9,63.4,85.6,41.5
181,관공서,경상북도,봉화군,24,49.4,55.6,36.2
182,관공서,경상북도,봉화군,21.5,57.5,,19.2
183,관공서,경상북도,봉화군,27.9,46.9,44,29.9
184,관공서,경상북도,봉화군,59.3,142.3,108.3,74.5
185,관공서,경상북도,상주시,37.6,75.3,126.9,74.4
186,관공서,경상북도,상주시,22.1,44.7,45.8,24.9
187,관공서,경상북도,상주시,36.5,94.4,100.8,52.6
188,관공서,경상북도,상주시,,51.4,46.2,30.2
189,관공서,경상북도,상주시,30.3,39.5,53.2,35.1
190,관공서,경상북도,상주시,43.2,55.9,50.9,59.6
191,관공서,경상북도,성주군,40.5,60.9,81.5,53.2
192,관공서,경상북도,성주군,39.2,63.2,59.4,35
193,관공서,경상북도,안동시,73.5,133.6,114.6,84
194,관공서,경상북도,안동시,31.2,30.3,31.7,32
195,관공서,경상북도,안동시,30.9,34.1,46.5,39.7
196,관공서,경상북도,안동시,70.4,113.1,117.8,65.2
197,관공서,경상북도,안동시,45.7,112.3,116,53.5
198,관공서,경상북도,안동시,15.5,40.5,37.6,22.2
199,관공서,경상북도,영덕군,23.3,32.4,38.8,45.6
200,관공서,경상북도,영덕군,26.3,50.8,52.5,44.6
201,관공서,경상북도,영덕군,21.8,60.4,35.5,20.4
202,관공서,경상북도,영양군,31.5,47.4,40.5,28.4
203,관공서,경상북도,영주시,33.3,50.9,54.7,56.5
204,관공서,경상북도,영주시,56,161.8,,60.2
205,관공서,경상북도,영천시,28.3,85.9,,28.2
206,관공서,경상북도,영천시,24.3,48.4,54.2,16.5
207,관공서,경상북도,영천시,32.8,98,131.5,49.1
208,관공서,경상북도,예천군,34.5,33.5,132.3,24.6
209,관공서,경상북도,예천군,36.9,41,34.8,16.9
210,관공서,경상북도,예천군,23.2,26.7,22.9,21.1
211,관공서,경상북도,울릉군,36,78.5,65.2,57.7
212,관공서,경상북도,울릉군,55,64.1,73.5,42.3
213,관공서,경상북도,울진군,23.6,104.9,96.4,
214,관공서,경상북도,울진군,45.3,85,76.1,53.6
215,관공서,경상북도,울진군,38.3,37.2,70.6,46.9
216,관공서,경상북도,울진군,49.7,51.8,60.7,53.5
217,관공서,경상북도,의성군,43.3,47.3,58.7,43.3
218,관공서,경상북도,청도군,37.1,47.6,30,33.3
219,관공서,경상북도,청도군,75.7,122,183.1,96.8
220,관공서,경상북도,청도군,31.3,136.3,44.5,34.4
221,관공서,경상북도,청송군,22.5,33,28,21.9
222,관공서,경상북도,칠곡군,22.1,33.5,35.9,21.2
223,관공서,경상북도,포항시,20.8,49.2,35.4,19.4
224,관공서,경상북도,포항시,45.8,51.8,45,25.7
225,관공서,경상북도,포항시,27.7,98.7,47.6,36.3
226,관공서,경상북도,포항시,31.5,45.1,38.1,34.6
227,관공서,경상북도,포항시,39.4,36,35,38.1
228,관공서,경상북도,포항시,36,58.2,71,29.4
229,관공서,경상북도,포항시,48.3,84.9,79.9,42.1
230,관공서,광주광역시,광산구,12,27.5,13.9,9.9
231,관공서,광주광역시,남구,59.6,137.9,145.9,95.3
232,관공서,광주광역시,남구,11.6,17.1,22.3,35.3
233,관공서,광주광역시,동구,43.9,45.9,29.3,35.5
234,관공서,광주광역시,북구,17.6,21.5,,20.9
235,관공서,광주광역시,서구,36,65.2,47.5,48.4
236,관공서,대구광역시,달서구,45.8,66,27.3,44.6
237,관공서,대구광역시,달성군,43.6,46.2,35.2,53.2
238,관공서,대구광역시,동구,19,39.2,41.8,25.9
239,관공서,대구광역시,북구,40.8,71.2,62.3,53.2
240,관공서,대전광역시,대덕구,34.6,39.3,41.5,32.8
241,관공서,대전광역시,서구,37.5,35.3,35,71.5
242,관공서,대전광역시,서구,19.9,30.9,31.7,23.9
243,관공서,대전광역시,유성구,19.6,32.6,38.3,27.9
244,관공서,대전광역시,중구,40.4,35.6,40.5,
245,관공서,부산광역시,금정구,11,28.8,16.4,34.2
246,관공서,부산광역시,금정구,13,20.7,25.5,16.8
247,관공서,부산광역시,기장군,20.4,32.2,56.4,41.2
248,관공서,부산광역시,남구,23.7,29.2,,42.5
249,관공서,부산광역시,사하구,44.7,34.3,55,29.1
250,관공서,부산광역시,중구,6.3,8.5,,14.2
251,관공서,부산광역시,해운대구,24.9,37,40.6,43.9
252,관공서,서울특별시,강동구,11.4,22.9,,40.8
253,관공서,서울특별시,강서구,23.2,,29.8,26.6
254,관공서,서울특별시,강서구,19.3,24,20.8,27.3
255,관공서,서울특별시,광진구,25.3,53.6,59.2,44.1
256,관공서,서울특별시,광진구,31.9,41.5,38.8,22.4
257,관공서,서울특별시,구로구,,,,
258,관공서,서울특별시,동작구,28.4,41.9,34.1,29.1
259,관공서,서울특별시,서대문구,19,32.5,19.4,20.3
260,관공서,서울특별시,서초구,46.8,27.6,35.4,27.8
261,관공서,서울특별시,용산구,27.9,23,25.1,21.1
262,관공서,서울특별시,은평구,24.5,40.2,33.6,36.2
263,관공서,서울특별시,종로구,26.9,29,37.3,26.2
264,관공서,서울특별시,종로구,22.1,41.7,2.3,51.6
265,관공서,서울특별시,중랑구,44,56,43.8,45.9
266,관공서,울산광역시,남구,19.3,29.1,39.6,33.9
267,관공서,울산광역시,동구,37.5,108.9,81.5,75.3
268,관공서,울산광역시,북구,,26,,32.6
269,관공서,울산광역시,울주군,8.2,17.1,10.6,39.3
270,관공서,울산광역시,울주군,12.2,39.9,33.2,13.8
271,관공서,울산광역시,울주군,25.1,33.5,28.3,28.5
272,관공서,울산광역시,울주군,26.8,29.6,27.6,29.8
273,관공서,인천광역시,강화군,20,38.2,31.3,26.6
274,관공서,인천광역시,강화군,22.5,46.6,45.7,43.4
275,관공서,인천광역시,남동구,55.1,46.7,58,72.4
276,관공서,인천광역시,남동구,99.8,31.6,25.8,80.2
277,관공서,인천광역시,부평구,35.8,60.3,74.4,52.2
278,관공서,인천광역시,연수구,,84.2,67,27.7
279,관공서,인천광역시,옹진군,16.4,32.5,31.9,23
280,관공서,인천광역시,중구,36.5,27.6,27.1,26.7
281,관공서,전라남도,강진군,35.1,65.2,56.1,44
282,관공서,전라남도,강진군,27.5,47.6,53.2,39.1
283,관공서,전라남도,강진군,48.5,52.9,39.7,44.1
284,관공서,전라남도,고흥군,32.6,38.2,47,57
285,관공서,전라남도,고흥군,13.5,32.6,23.6,33.4
286,관공서,전라남도,고흥군,23.3,36.6,31.5,39.3
287,관공서,전라남도,고흥군,21.8,22.9,36.8,123.4
288,관공서,전라남도,곡성군,42.6,69.6,73.8,51.3
289,관공서,전라남도,곡성군,35.7,35.1,,23
290,관공서,전라남도,곡성군,66.3,50.4,59.6,47.8
291,관공서,전라남도,광양시,29.6,46.6,36.8,33.9
292,관공서,전라남도,광양시,44.2,58.1,36.6,32.2
293,관공서,전라남도,광양시,39.8,50.3,62.4,34.6
294,관공서,전라남도,구례군,22.2,33.2,29.8,26.1
295,관공서,전라남도,구례군,15.2,48.2,197.3,21.7
296,관공서,전라남도,나주시,107.4,201.2,140.5,36.1
297,관공서,전라남도,나주시,30.5,63.4,72.9,45.9
298,관공서,전라남도,나주시,50.9,58.9,44,
299,관공서,전라남도,담양군,19.5,46,33,40.3
300,관공서,전라남도,목포시,41.4,126.2,122.7,96.6
301,관공서,전라남도,무안군,29.1,32.5,25.6,28.7
302,관공서,전라남도,무안군,29,56.5,108,39.7
303,관공서,전라남도,보성군,201.7,186.3,173.6,152.4
304,관공서,전라남도,보성군,,36.5,67.8,52.6
305,관공서,전라남도,보성군,34.3,64.6,60.9,39.8
306,관공서,전라남도,보성군,32,60.5,38.9,55.5
307,관공서,전라남도,순천시,47.6,60.9,52.6,61.6
308,관공서,전라남도,순천시,21.1,91.5,84.9,69.8
309,관공서,전라남도,신안군,22.1,39.9,29.2,53.5
310,관공서,전라남도,신안군,14.5,26.7,21.8,40.1
311,관공서,전라남도,신안군,16.1,29.1,39,31.2
312,관공서,전라남도,여수시,45.1,81.1,,45
313,관공서,전라남도,여수시,29.6,28.7,15.5,26.3
314,관공서,전라남도,영광군,20.4,20.7,21.8,23.5
315,관공서,전라남도,영광군,49,56.6,72.6,57.9
316,관공서,전라남도,영암군,26.5,59.1,71.4,35.3
317,관공서,전라남도,영암군,21.5,80.2,75.1,49.7
318,관공서,전라남도,장흥군,62.3,157.3,,
319,관공서,전라남도,장흥군,48.7,246.2,388.9,94.4
320,관공서,전라남도,진도군,40.1,45.3,55,32.7
321,관공서,전라남도,함평군,19,26.4,32.7,21.6
322,관공서,전라남도,함평군,34.3,73.3,78.7,53
323,관공서,전라남도,함평군,42,93.7,,58.1
324,관공서,전라남도,해남군,9.3,27.2,39.3,30.8
325,관공서,전라남도,해남군,76.4,151.8,183.7,108.7
326,관공서,전라남도,해남군,24.1,,43.8,26.6
327,관공서,전라남도,화순군,68.2,151.9,136.4,85.3
328,관공서,전라남도,화순군,42.2,77.7,62.7,65.3
329,관공서,전라남도,화순군,54.7,172.5,202.1,49.7
330,관공서,전라남도,화순군,22.5,47.5,40.8,28.8
331,관공서,전라북도,고창군,47.2,115,173,80.3
332,관공서,전라북도,고창군,24.1,41.7,53,36.7
333,관공서,전라북도,군산시,17.2,33.6,46.2,32.9
334,관공서,전라북도,군산시,36.6,51,53.9,54.9
335,관공서,전라북도,군산시,28.7,34.7,35.2,39.1
336,관공서,전라북도,김제시,13.9,33.3,82.2,138.4
337,관공서,전라북도,남원시,19.2,83.6,23.6,
338,관공서,전라북도,남원시,38.3,63.3,75.9,70
339,관공서,전라북도,남원시,42.6,84.1,130.2,84.7
340,관공서,전라북도,부안군,27.1,31.3,41.6,24.9
341,관공서,전라북도,부안군,38.7,56.1,47.8,57.8
342,관공서,전라북도,순창군,18,43.8,47.3,41.1
343,관공서,전라북도,순창군,40.9,48.4,78,39.3
344,관공서,전라북도,완주군,22.6,42.6,44.3,33.7
345,관공서,전라북도,완주군,47.2,144.6,110.3,57.6
346,관공서,전라북도,완주군,44.8,19.8,,39
347,관공서,전라북도,익산시,18.2,32.2,26.1,24.1
348,관공서,전라북도,익산시,27.6,74.2,76.3,48.7
349,관공서,전라북도,익산시,54.7,53.3,50.5,50.8
350,관공서,전라북도,임실군,27.5,62.5,,36.4
351,관공서,전라북도,임실군,59.1,115.2,144.5,95.5
352,관공서,전라북도,임실군,35.3,74.1,81.6,45.7
353,관공서,전라북도,임실군,28.5,87.5,108.7,60.5
354,관공서,전라북도,정읍시,81.3,90.4,67.1,52.9
355,관공서,전라북도,정읍시,60.4,62.7,52.2,37.5
356,관공서,전라북도,진안군,33.7,58.3,82.7,35.4
357,관공서,전라북도,진안군,20.4,47,33.2,30.3
358,관공서,전라북도,진안군,36.1,62.2,65.4,58.1
359,관공서,전라북도,진안군,34.9,44.9,49.5,52.6
360,관공서,제주도,남제주군,17.3,24.8,32,26.6
361,관공서,제주도,남제주군,10.6,15.4,17.9,16.9
362,관공서,제주도,북제주군,28.6,28.6,30.3,30.6
363,관공서,제주도,북제주군,28.1,23,30.9,20.8
364,관공서,제주도,서귀포시,15.2,16,12,22.7
365,관공서,제주도,서귀포시,26.4,26.9,34.3,25.8
366,관공서,제주도,제주시,18.3,34.9,27.3,21.7
367,관공서,제주도,제주시,52.9,53.9,53.6,53.6
368,관공서,제주도,제주시,12.3,37.9,50,37.5
369,관공서,제주도,제주시,14.2,20.8,,29.9
370,관공서,충청남도,공주시,43.2,67.4,109.1,48.4
371,관공서,충청남도,공주시,28.9,28,48.2,
372,관공서,충청남도,공주시,29.3,44.9,78.2,43
373,관공서,충청남도,공주시,48.8,98,136.9,86.5
374,관공서,충청남도,금산군,33.6,79.3,111.4,75.8
375,관공서,충청남도,금산군,25.6,42.7,8.1,53.2
376,관공서,충청남도,논산시,25.4,41.2,44.4,28.5
377,관공서,충청남도,논산시,41.6,79.9,70.4,40
378,관공서,충청남도,당진군,37.1,56.3,72.1,
379,관공서,충청남도,당진군,4.3,129.1,123.2,84
380,관공서,충청남도,보령시,43.1,154.8,259.2,84.3
381,관공서,충청남도,부여군,66.5,257,367.8,118.7
382,관공서,충청남도,부여군,27.9,70.7,86.4,35.8
383,관공서,충청남도,부여군,36.9,38.2,62.8,40.6
384,관공서,충청남도,부여군,44.5,51.7,46.9,42.7
385,관공서,충청남도,서산시,25.2,46.9,49.4,16.4
386,관공서,충청남도,서산시,18.2,55.5,51.8,35.8
387,관공서,충청남도,서산시,18.8,49.3,71.2,49.7
388,관공서,충청남도,서산시,50.7,94.9,157.5,79.4
