일련번호,구분,시/도,군/구,여름 실내 라돈 농도 (Bq/m3),가을 실내 라돈 농도 (Bq/m3),겨울 실내 라돈 농도 (Bq/m3),봄 실내 라돈 농도 (Bq/m3)
842,초등학교,전라남도,강진군,44.4,57.2,74.3,44
843,초등학교,전라남도,강진군,35.8,68.5,49.9,38.6
844,초등학교,전라남도,고흥군,49.2,142.4,181.8,71.6
845,초등학교,전라남도,고흥군,53.9,340.9,610.4,29.5
846,초등학교,전라남도,고흥군,39.8,75,112,62.7
847,초등학교,전라남도,고흥군,39.5,84.7,81.5,52.9
848,초등학교,전라남도,곡성군,64.8,202.4,291.8,128.6
849,초등학교,전라남도,곡성군,125.9,169,59.3,118.1
850,초등학교,전라남도,광양시,132.8,316.9,264.9,86
851,초등학교,전라남도,광양시,44.4,198.9,190.7,61.8
852,초등학교,전라남도,나주시,46.2,105,157,66
853,초등학교,전라남도,나주시,70.2,186.7,267.9,139.5
854,초등학교,전라남도,나주시,59.5,197,200,105.8
855,초등학교,전라남도,나주시,50.7,125.6,,53.2
856,초등학교,전라남도,나주시,21.8,98.3,123.6,65.4
857,초등학교,전라남도,나주시,93.5,284.5,254.9,164
858,초등학교,전라남도,나주시,77.4,141,124.2,98
859,초등학교,전라남도,담양군,43.1,141,274.2,76.2
860,초등학교,전라남도,담양군,19.2,51.4,300.2,153.7
861,초등학교,전라남도,담양군,5.9,169.8,300.3,102.9
862,초등학교,전라남도,목포시,41.4,71.5,67.5,67.2
863,초등학교,전라남도,무안군,118.1,252.1,,184.7
864,초등학교,전라남도,무안군,45.2,85,95.4,64.6
865,초등학교,전라남도,무안군,30.3,23.8,25.2,29.2
866,초등학교,전라남도,무안군,17.9,71.6,134.4,72.5
867,초등학교,전라남도,무안군,,56.5,45.3,37.9
868,초등학교,전라남도,무안군,46.1,91.3,116.8,72.6
869,초등학교,전라남도,무안군,92.9,94.3,91.8,48.5
870,초등학교,전라남도,보성군,103.9,177.9,266,116
871,초등학교,전라남도,보성군,,4.3,179.8,103
872,초등학교,전라남도,보성군,169.3,280.4,208.4,164.5
873,초등학교,전라남도,보성군,38,58.9,46.6,38.7
874,초등학교,전라남도,보성군,65.6,271.6,332.2,118.9
875,초등학교,전라남도,순천시,72,323,363.7,175.2
876,초등학교,전라남도,순천시,31.5,38.6,30.5,38.7
877,초등학교,전라남도,순천시,39.7,88.5,103.6,72
878,초등학교,전라남도,순천시,46,153,133.4,111.7
879,초등학교,전라남도,순천시,99.2,251,142.3,85.3
880,초등학교,전라남도,순천시,77.8,128,71.9,62.3
881,초등학교,전라남도,신안군,9.6,41.9,37.1,38.3
882,초등학교,전라남도,신안군,41.4,97.6,87.1,97.7
883,초등학교,전라남도,신안군,25.3,74,132.3,49.6
884,초등학교,전라남도,신안군,167.2,121.9,196.8,80.9
885,초등학교,전라남도,신안군,13.5,48.4,,
886,초등학교,전라남도,여수시,51.6,84.5,89.6,50.2
887,초등학교,전라남도,여수시,,155,122.7,66.5
888,초등학교,전라남도,여수시,43.1,89.2,53.8,61.2
889,초등학교,전라남도,여수시,32,43,45.9,42.7
890,초등학교,전라남도,여수시,30.5,48.2,45.7,37.4
891,초등학교,전라남도,여수시,38.5,51,59.6,40.4
892,초등학교,전라남도,영광군,47.6,70.3,66.4,47.1
893,초등학교,전라남도,영광군,25.4,49.5,58.2,55.6
894,초등학교,전라남도,영광군,82.2,149.6,152.7,123.7
895,초등학교,전라남도,영광군,52.5,281.1,477.7,115.6
896,초등학교,전라남도,영암군,122.9,326,380.2,239
897,초등학교,전라남도,영암군,172.1,247.9,441.7,284.7
898,초등학교,전라남도,영암군,37.9,81.9,114.9,54.6
899,초등학교,전라남도,영암군,52.4,94.1,36.4,75
900,초등학교,전라남도,완도군,28.9,37.3,38.9,37.5
901,초등학교,전라남도,장성군,52.7,102,,
902,초등학교,전라남도,장성군,45,140.5,151.2,110.9
903,초등학교,전라남도,장성군,53.6,136.2,193.9,103
904,초등학교,전라남도,장흥군,29.9,75.7,64.5,40.7
905,초등학교,전라남도,장흥군,26.8,75.4,45.8,47.2
906,초등학교,전라남도,장흥군,61.9,230.5,456.6,105.3
907,초등학교,전라남도,장흥군,30.7,81.1,34.2,35.3
908,초등학교,전라남도,장흥군,56.1,159.4,222,60.9
909,초등학교,전라남도,진도군,71.8,205.3,170.6,124
910,초등학교,전라남도,진도군,56.3,54.3,50.8,68.7
911,초등학교,전라남도,진도군,66.9,91.1,76.8,72
912,초등학교,전라남도,진도군,,41.6,53.5,40.7
913,초등학교,전라남도,함평군,29.7,34.2,30.1,32.2
914,초등학교,전라남도,함평군,38.9,109.9,108.4,61.2
915,초등학교,전라남도,함평군,31.9,57.2,77.3,45.2
916,초등학교,전라남도,해남군,34.1,136,94.8,70.9
917,초등학교,전라남도,해남군,26.4,97.6,94.7,55.7
918,초등학교,전라남도,해남군,30.9,114.8,163.9,54.4
919,초등학교,전라남도,해남군,49.9,75.2,66.3,57.3
920,초등학교,전라남도,해남군,27.6,41.8,43.9,35.6
921,초등학교,전라남도,해남군,107.4,153.8,112,97.3
922,초등학교,전라남도,화순군,55,127,319,92.4
923,초등학교,전라남도,화순군,33.4,146.1,175,54.8
924,초등학교,전라남도,화순군,175.4,309.8,422.6,204.4
925,초등학교,전라남도,화순군,92.2,194.5,182.8,91.9
926,초등학교,전라남도,화순군,53.8,88.2,69.6,63.3
927,초등학교,전라남도,화순군,32.1,71.4,47.4,37.9
928,초등학교,전라북도,고창군,36.7,67.7,125.7,38.4
929,초등학교,전라북도,고창군,61,74.6,62.8,63.1
930,초등학교,전라북도,고창군,36.9,80.2,68.3,50.1
931,초등학교,전라북도,군산시,25.8,56.7,75.8,59.7
932,초등학교,전라북도,군산시,83,130,103.7,121.6
933,초등학교,전라북도,김제시,,90.7,44.1,94
934,초등학교,전라북도,김제시,56.9,79.9,45.9,22.3
935,초등학교,전라북도,김제시,64.5,91.9,,88.8
936,초등학교,전라북도,김제시,40.1,94.7,111.4,50.1
937,초등학교,전라북도,김제시,77.7,140.8,105.7,81.4
938,초등학교,전라북도,남원시,50.7,56.2,123.7,54.8
939,초등학교,전라북도,남원시,39,232.4,333.6,106.2
940,초등학교,전라북도,남원시,47.3,97.3,74.5,74.6
941,초등학교,전라북도,남원시,19.8,52,48.9,43.3
942,초등학교,전라북도,무주군,71.7,134.5,224.2,111.6
943,초등학교,전라북도,무주군,53.6,130.4,160.1,106.2
944,초등학교,전라북도,무주군,222.7,421.4,339.8,265
945,초등학교,전라북도,부안군,28.7,58.5,,63.7
946,초등학교,전라북도,부안군,27.1,42.6,74.1,35.2
947,초등학교,전라북도,부안군,23.8,92.6,115,10.4
948,초등학교,전라북도,순창군,40.9,59,51.1,39.8
949,초등학교,전라북도,순창군,44.1,210.8,290.4,133.4
950,초등학교,전라북도,완주군,67.3,49.8,47.9,49.9
951,초등학교,전라북도,완주군,31,16.8,45.8,41.8
952,초등학교,전라북도,완주군,58.9,81.1,163.2,92.9
953,초등학교,전라북도,완주군,63.7,200.9,183.8,100.3
954,초등학교,전라북도,완주군,78.2,181.9,96.1,75.6
955,초등학교,전라북도,익산시,29.6,49.3,56.6,59.3
956,초등학교,전라북도,익산시,39.9,139.6,170.4,78.7
957,초등학교,전라북도,임실군,51,143,,106
958,초등학교,전라북도,장수군,48.2,82.6,61.1,56.3
959,초등학교,전라북도,장수군,28.1,44.1,58,46.9
960,초등학교,전라북도,장수군,52.6,241.8,278.1,112.3
961,초등학교,전라북도,장수군,40.7,62.1,86.7,56.9
962,초등학교,전라북도,장수군,78.1,97,134.4,115.5
963,초등학교,전라북도,전주시,43.5,3.7,82,47.5
964,초등학교,전라북도,전주시,23,25.8,37.1,
965,초등학교,전라북도,전주시,102.6,176.8,208.8,121.5
966,초등학교,전라북도,정읍시,12.3,26.1,28.5,23.3
967,초등학교,전라북도,정읍시,30.5,55.4,45.1,39.5
968,초등학교,전라북도,정읍시,23.3,45.5,59.6,35.6
969,초등학교,전라북도,진안군,131.4,232.6,406,169.7
970,초등학교,전라북도,진안군,107.7,196.1,,
971,초등학교,전라북도,진안군,26,47.6,51.4,31.6
972,초등학교,제주도,남제주군,43.4,45.3,,
973,초등학교,제주도,남제주군,59,92.7,,82.3
974,초등학교,제주도,남제주군,137.3,212.3,199,120
975,초등학교,제주도,남제주군,47.8,70.8,138.9,57.9
976,초등학교,제주도,남제주군,71.8,77.3,34.3,50.1
977,초등학교,제주도,북제주군,31.6,76.6,118.4,60.4
978,초등학교,제주도,북제주군,14.9,16.8,2.3,27.2
979,초등학교,제주도,북제주군,10.3,18.9,22.3,23.3
980,초등학교,제주도,북제주군,28.5,31.7,36.1,24.2
981,초등학교,제주도,북제주군,28.6,71.8,166.4,84.6
982,초등학교,제주도,북제주군,13.2,26.6,33.2,19.1
983,초등학교,제주도,서귀포시,41.1,112.2,33.2,81.2
984,초등학교,제주도,서귀포시,53.4,138.6,215.9,95.3
985,초등학교,제주도,서귀포시,21.2,24.1,16.4,30.9
986,초등학교,제주도,서귀포시,43.8,74,99.8,61.3
987,초등학교,제주도,서귀포시,21.6,30.5,33.5,30.4
988,초등학교,제주도,서귀포시,217,287.1,318.6,297
989,초등학교,제주도,제주시,17.4,42.2,36.4,27.3
990,초등학교,제주도,제주시,15.8,31.4,22.6,35.8
991,초등학교,제주도,제주시,43.3,47.8,40.8,45
992,초등학교,제주도,제주시,43.5,0.4,67.7,60
993,초등학교,충청남도,계룡시,27.1,40.4,31.1,40.3
994,초등학교,충청남도,계룡시,56.5,66.5,69.5,57
995,초등학교,충청남도,공주시,25.8,81.3,126.4,85.9
996,초등학교,충청남도,공주시,18.9,90.8,114.5,56.6
997,초등학교,충청남도,공주시,43.7,49.9,68.4,51.5
998,초등학교,충청남도,공주시,126.8,228.4,304.3,
999,초등학교,충청남도,금산군,37.1,94.1,149.7,79.8
1000,초등학교,충청남도,금산군,37.6,95.8,185.9,67.3
1001,초등학교,충청남도,금산군,31.7,85.5,137.1,87.7
1002,초등학교,충청남도,논산시,24.7,68.6,117.3,88.2
1003,초등학교,충청남도,논산시,19.9,36.7,49.6,33.4
1004,초등학교,충청남도,논산시,21,81.6,113,59.4
1005,초등학교,충청남도,논산시,28.1,39.6,34.7,29.9
1006,초등학교,충청남도,당진군,56.7,179.3,113.7,89.9
1007,초등학교,충청남도,당진군,91,178.9,192.3,98.5
1008,초등학교,충청남도,당진군,39.3,59.5,67.2,51.3
1009,초등학교,충청남도,당진군,51.5,55.3,111.6,58.5
1010,초등학교,충청남도,당진군,31.9,62.9,76.5,42.7
1011,초등학교,충청남도,보령시,18.6,27.7,59.1,39.5
1012,초등학교,충청남도,보령시,37.4,35.1,42,36.5
1013,초등학교,충청남도,보령시,63.6,152.2,164.3,134.5
1014,초등학교,충청남도,보령시,37.4,56.2,70.5,36.4
1015,초등학교,충청남도,보령시,32.6,56.1,58.3,40.5
1016,초등학교,충청남도,부여군,39,34,57.6,54.1
1017,초등학교,충청남도,부여군,20.3,76.2,57,51.5
1018,초등학교,충청남도,부여군,43.1,125.9,131.7,87.9
1019,초등학교,충청남도,부여군,82.1,167.9,238.3,223.3
1020,초등학교,충청남도,서산시,18.3,57.3,71.1,52.7
1021,초등학교,충청남도,서산시,,64.4,,55.4
1022,초등학교,충청남도,서산시,49.1,80.5,78.9,76.9
1023,초등학교,충청남도,서산시,47.1,81.6,80.8,59.5
1024,초등학교,충청남도,서산시,39.3,63.8,61.2,65
1025,초등학교,충청남도,서천군,52.2,113.9,153.1,98.9
1026,초등학교,충청남도,아산시,19.6,31.3,35.8,26.2
1027,초등학교,충청남도,아산시,54.7,91.6,97.3,80.1
1028,초등학교,충청남도,아산시,,,,
1029,초등학교,충청남도,연기군,53.2,61,69.4,55.8
1030,초등학교,충청남도,연기군,29.8,58.2,54.8,60.5
1031,초등학교,충청남도,연기군,43.6,41.1,36.3,53.7
1032,초등학교,충청남도,연기군,42.2,59.4,70.5,54.8
1033,초등학교,충청남도,예산군,72.9,153.9,206.6,117
1034,초등학교,충청남도,예산군,,,,
1035,초등학교,충청남도,예산군,79.2,115.2,103.9,116.9
1036,초등학교,충청남도,천안시,20.9,33.9,51.5,32.8
1037,초등학교,충청남도,천안시,26.5,35.8,27.8,23.1
1038,초등학교,충청남도,천안시,42.8,50.9,69.2,55.1
1039,초등학교,충청남도,청양군,44.5,96.8,176.1,59.5
1040,초등학교,충청남도,청양군,43.3,69,53.6,67.8
1041,초등학교,충청남도,청양군,36.4,50.7,83.2,67.6
1042,초등학교,충청남도,태안군,35.2,73.1,130.8,88.5
1043,초등학교,충청남도,태안군,,30.1,29.8,33.3
1044,초등학교,충청남도,태안군,50.6,,105.2,89.9
1045,초등학교,충청남도,태안군,155.1,290,372.6,234.3
1046,초등학교,충청남도,태안군,33.9,44.8,56.5,50.8
1047,초등학교,충청남도,태안군,42.4,98.4,124.7,58.7
1048,초등학교,충청남도,태안군,34,62.7,94.2,48.3
1049,초등학교,충청남도,홍성군,133.3,270,390.1,62.9
1050,초등학교,충청남도,홍성군,33.3,40.5,47.1,30.6
1051,초등학교,충청남도,홍성군,55.1,64.3,55.5,68.9
1052,초등학교,충청남도,홍성군,47.9,81.4,79.6,77.2
1053,초등학교,충청북도,괴산군,468,1144.8,1188.2,432.5
1054,초등학교,충청북도,단양군,38.4,575.4,773.9,305
1055,초등학교,충청북도,단양군,63.6,200.8,234.9,116.9
1056,초등학교,충청북도,단양군,93.8,196.4,361,168.7
1057,초등학교,충청북도,단양군,119.1,313.4,291.5,206.4
1058,초등학교,충청북도,보은군,104.6,149.2,130.2,100.9
1059,초등학교,충청북도,보은군,55,81.7,87.3,73.6
1060,초등학교,충청북도,보은군,40.5,38.6,58.4,46.9
1061,초등학교,충청북도,보은군,,52,57.4,51.8
1062,초등학교,충청북도,보은군,37.1,133.6,157.2,39
1063,초등학교,충청북도,보은군,64.8,117.5,133.2,72.9
1064,초등학교,충청북도,영동군,26.4,38,45.7,26.1
1065,초등학교,충청북도,영동군,39,83.6,102.6,84.8
1066,초등학교,충청북도,영동군,1.5,67.7,104.7,41.5
1067,초등학교,충청북도,영동군,20.8,36.3,68.6,36.6
1068,초등학교,충청북도,영동군,64.2,84.5,252.1,109.7
1069,초등학교,충청북도,영동군,21.5,27.2,29.2,39
1070,초등학교,충청북도,옥천군,153.5,252,255.7,161.8
1071,초등학교,충청북도,음성군,63.8,107.7,117.6,74.1
1072,초등학교,충청북도,음성군,19.6,43,145.7,70
1073,초등학교,충청북도,음성군,56.7,113.9,132.6,86.2
1074,초등학교,충청북도,제천시,93.5,131.1,158.6,102.4
1075,초등학교,충청북도,제천시,66.6,110.1,142.7,77
1076,초등학교,충청북도,제천시,63.7,113.6,100.8,99.7
1077,초등학교,충청북도,제천시,85.7,121.6,121.2,110.1
1078,초등학교,충청북도,제천시,50.5,81.3,148.3,78
1079,초등학교,충청북도,제천시,47.9,101.8,105.7,74.4
1080,초등학교,충청북도,증평군,22.2,107.1,100.7,42.3
1081,초등학교,충청북도,진천군,60.4,104,77.2,83
1082,초등학교,충청북도,진천군,19.7,42.5,69.4,33.9
1083,초등학교,충청북도,진천군,86.6,174.4,177.3,120.6
1084,초등학교,충청북도,진천군,45.1,60.7,68.1,61.3
1085,초등학교,충청북도,진천군,,80.9,106,41.9
1086,초등학교,충청북도,진천군,55.9,149.3,,94.4
1087,초등학교,충청북도,청원군,128.5,158.2,174.9,138.8
1088,초등학교,충청북도,청원군,77.8,157.3,119.1,97.8
1089,초등학교,충청북도,청원군,85.3,129.3,113.9,95.9
1090,초등학교,충청북도,청원군,18.6,42.2,40.5,31.1
1091,초등학교,충청북도,청원군,98.3,137.1,209.4,56.3
1092,초등학교,충청북도,청주시,8.8,23.7,35.1,31.2
1093,초등학교,충청북도,청주시,43.1,52.6,76.6,70
1094,초등학교,충청북도,충주시,57.5,127.7,124.7,138.8
1095,초등학교,충청북도,충주시,59,67.9,80.4,64.9
1096,초등학교,충청북도,충주시,77.4,122,194.1,71.8
1097,초등학교,충청북도,충주시,44,72.9,64,54.2
1098,초등학교,충청북도,충주시,220.1,374.5,449.4,338.4
1099,초등학교,충청북도,충주시,212.1,1353.8,1456.3,456.8
1100,초등학교,충청북도,충주시,20.6,36.8,31.9,18.6
