순서,시도,시군구,주택유형,겨울철_실내라돈농도
1931,경상북도,고령군,단독주택 ,21.4
1932,경상북도,고령군,단독주택 ,49.4
1933,경상북도,고령군,단독주택 ,75.3
1934,경상북도,고령군,단독주택 ,54.5
1935,경상북도,고령군,단독주택 ,32.8
1936,경상북도,고령군,연립다세대,9.3
1937,경상북도,고령군,단독주택 ,38.1
1938,경상북도,고령군,단독주택 ,42.5
1939,경상북도,고령군,단독주택 ,51.4
1940,경상북도,고령군,단독주택 ,89.7
1941,경상북도,고령군,단독주택 ,9.9
1942,경상북도,고령군,연립다세대,36
1943,경상북도,고령군,단독주택 ,59.8
1944,경상북도,고령군,단독주택 ,137.1
1945,경상북도,고령군,단독주택 ,24.3
1946,경상북도,고령군,단독주택 ,33.6
1947,경상북도,고령군,단독주택 ,23.2
1948,경상북도,고령군,연립다세대,21.9
1949,경상북도,고령군,단독주택 ,45.6
1950,경상북도,구미시,단독주택 ,7
1951,경상북도,구미시,단독주택 ,61.3
1952,경상북도,구미시,단독주택 ,58.3
1953,경상북도,구미시,단독주택 ,19.8
1954,경상북도,구미시,단독주택 ,71.7
1955,경상북도,구미시,단독주택 ,29.2
1956,경상북도,구미시,단독주택 ,40
1957,경상북도,구미시,단독주택 ,65.6
1958,경상북도,구미시,단독주택 ,19.8
1959,경상북도,구미시,연립다세대,18.3
1960,경상북도,구미시,단독주택 ,53.7
1961,경상북도,구미시,단독주택 ,198.6
1962,경상북도,구미시,연립다세대,9.5
1963,경상북도,구미시,단독주택 ,104.1
1964,경상북도,구미시,단독주택 ,82.1
1965,경상북도,구미시,단독주택 ,55.3
1966,경상북도,구미시,단독주택 ,28.2
1967,경상북도,구미시,연립다세대,20.8
1968,경상북도,구미시,단독주택 ,28.7
1969,경상북도,구미시,연립다세대,37.5
1970,경상북도,구미시,단독주택 ,24.5
1971,경상북도,구미시,연립다세대,48.4
1972,경상북도,구미시,단독주택 ,57.6
1973,경상북도,구미시,단독주택 ,64.9
1974,경상북도,구미시,연립다세대,16.4
1975,경상북도,구미시,단독주택 ,93.2
1976,경상북도,구미시,단독주택 ,45.2
1977,경상북도,구미시,단독주택 ,24.5
1978,경상북도,구미시,연립다세대,36.3
1979,경상북도,구미시,단독주택 ,61.2
1980,경상북도,구미시,연립다세대,20.3
1981,경상북도,구미시,단독주택 ,53.8
1982,경상북도,구미시,단독주택 ,104.2
1983,경상북도,구미시,단독주택 ,76.1
1984,경상북도,구미시,단독주택 ,44.6
1985,경상북도,구미시,연립다세대,35.7
1986,경상북도,구미시,단독주택 ,256.6
1987,경상북도,구미시,단독주택 ,301.1
1988,경상북도,군위군,단독주택 ,26.4
1989,경상북도,군위군,단독주택 ,16.3
1990,경상북도,군위군,단독주택 ,156.5
1991,경상북도,군위군,연립다세대,22.1
1992,경상북도,군위군,단독주택 ,44.4
1993,경상북도,군위군,단독주택 ,35.3
1994,경상북도,군위군,단독주택 ,294.7
1995,경상북도,군위군,단독주택 ,28.9
1996,경상북도,군위군,단독주택 ,109.5
1997,경상북도,군위군,단독주택 ,52.5
1998,경상북도,군위군,단독주택 ,156.3
1999,경상북도,군위군,단독주택 ,361.3
2000,경상북도,군위군,단독주택 ,21
2001,경상북도,군위군,단독주택 ,18.6
2002,경상북도,군위군,단독주택 ,72.7
2003,경상북도,군위군,단독주택 ,28.1
2004,경상북도,김천시,단독주택 ,37.2
2005,경상북도,김천시,단독주택 ,53.4
2006,경상북도,김천시,단독주택 ,22.8
2007,경상북도,김천시,단독주택 ,30.9
2008,경상북도,김천시,단독주택 ,60.5
2009,경상북도,김천시,단독주택 ,28.5
2010,경상북도,김천시,단독주택 ,74.6
2011,경상북도,김천시,연립다세대,15.4
2012,경상북도,김천시,단독주택 ,54.2
2013,경상북도,김천시,단독주택 ,48.1
2014,경상북도,김천시,단독주택 ,24.8
2015,경상북도,김천시,단독주택 ,35.6
2016,경상북도,김천시,단독주택 ,37.4
2017,경상북도,김천시,단독주택 ,53.5
2018,경상북도,김천시,단독주택 ,93.5
2019,경상북도,김천시,단독주택 ,62.7
2020,경상북도,김천시,단독주택 ,33.8
2021,경상북도,김천시,연립다세대,58.5
2022,경상북도,김천시,단독주택 ,111
2023,경상북도,김천시,단독주택 ,37.7
2024,경상북도,김천시,연립다세대,29.6
2025,경상북도,김천시,단독주택 ,52.6
2026,경상북도,김천시,단독주택 ,77.8
2027,경상북도,김천시,단독주택 ,39.2
2028,경상북도,김천시,단독주택 ,76.2
2029,경상북도,김천시,단독주택 ,32
2030,경상북도,김천시,연립다세대,42.1
2031,경상북도,김천시,단독주택 ,301.7
2032,경상북도,김천시,연립다세대,25.7
2033,경상북도,김천시,단독주택 ,121.1
2034,경상북도,김천시,단독주택 ,50.6
2035,경상북도,문경시,연립다세대,132.1
2036,경상북도,문경시,단독주택 ,113.5
2037,경상북도,문경시,단독주택 ,190
2038,경상북도,문경시,단독주택 ,160.3
2039,경상북도,문경시,단독주택 ,28.8
2040,경상북도,문경시,단독주택 ,68.9
2041,경상북도,문경시,단독주택 ,11.8
2042,경상북도,문경시,단독주택 ,34.3
2043,경상북도,문경시,단독주택 ,176.1
2044,경상북도,문경시,단독주택 ,74.8
2045,경상북도,문경시,단독주택 ,139.9
2046,경상북도,문경시,단독주택 ,117
2047,경상북도,문경시,단독주택 ,117.3
2048,경상북도,문경시,단독주택 ,88.2
2049,경상북도,문경시,단독주택 ,32.1
2050,경상북도,문경시,연립다세대,58
2051,경상북도,문경시,단독주택 ,33.3
2052,경상북도,문경시,단독주택 ,26
2053,경상북도,문경시,연립다세대,29.3
2054,경상북도,문경시,단독주택 ,21.5
2055,경상북도,문경시,단독주택 ,47.7
2056,경상북도,문경시,연립다세대,20.8
2057,경상북도,문경시,단독주택 ,185.2
2058,경상북도,문경시,단독주택 ,76.6
2059,경상북도,문경시,단독주택 ,35.2
2060,경상북도,문경시,단독주택 ,25.7
2061,경상북도,문경시,연립다세대,77.6
2062,경상북도,문경시,단독주택 ,89
2063,경상북도,문경시,단독주택 ,43.4
2064,경상북도,봉화군,단독주택 ,84
2065,경상북도,봉화군,단독주택 ,30.8
2066,경상북도,봉화군,연립다세대,31
2067,경상북도,봉화군,단독주택 ,61.4
2068,경상북도,봉화군,단독주택 ,30.7
2069,경상북도,봉화군,단독주택 ,12.8
2070,경상북도,봉화군,단독주택 ,18.7
2071,경상북도,봉화군,단독주택 ,100.8
2072,경상북도,봉화군,단독주택 ,21.8
2073,경상북도,봉화군,단독주택 ,31.2
2074,경상북도,봉화군,단독주택 ,114.2
2075,경상북도,봉화군,연립다세대,10.5
2076,경상북도,봉화군,단독주택 ,49
2077,경상북도,봉화군,단독주택 ,169.1
2078,경상북도,봉화군,단독주택 ,177.5
2079,경상북도,봉화군,연립다세대,48.7
2080,경상북도,봉화군,단독주택 ,14.5
2081,경상북도,봉화군,단독주택 ,19.9
2082,경상북도,봉화군,단독주택 ,17.6
2083,경상북도,봉화군,단독주택 ,30.9
2084,경상북도,봉화군,단독주택 ,16.4
2085,경상북도,봉화군,단독주택 ,22
2086,경상북도,봉화군,단독주택 ,126.3
2087,경상북도,상주시,단독주택 ,22.1
2088,경상북도,상주시,단독주택 ,37.7
2089,경상북도,상주시,단독주택 ,36.9
2090,경상북도,상주시,단독주택 ,32
2091,경상북도,상주시,단독주택 ,58.6
2092,경상북도,상주시,단독주택 ,38.6
2093,경상북도,상주시,단독주택 ,9.1
2094,경상북도,상주시,단독주택 ,41
2095,경상북도,상주시,단독주택 ,54.5
2096,경상북도,상주시,단독주택 ,43.9
2097,경상북도,상주시,단독주택 ,88
2098,경상북도,상주시,단독주택 ,124.8
2099,경상북도,상주시,단독주택 ,35
2100,경상북도,상주시,단독주택 ,98
2101,경상북도,상주시,단독주택 ,42.5
2102,경상북도,상주시,단독주택 ,43.2
2103,경상북도,상주시,단독주택 ,29.7
2104,경상북도,상주시,단독주택 ,441
2105,경상북도,상주시,단독주택 ,24.3
2106,경상북도,상주시,단독주택 ,146.9
2107,경상북도,상주시,단독주택 ,64.8
2108,경상북도,상주시,단독주택 ,68.5
2109,경상북도,상주시,연립다세대,27.7
2110,경상북도,상주시,단독주택 ,31.4
2111,경상북도,상주시,연립다세대,17.2
2112,경상북도,상주시,단독주택 ,65.7
2113,경상북도,상주시,연립다세대,29.9
2114,경상북도,상주시,단독주택 ,82
2115,경상북도,상주시,단독주택 ,16.4
2116,경상북도,상주시,단독주택 ,88.4
2117,경상북도,상주시,단독주택 ,36.8
2118,경상북도,상주시,단독주택 ,54.9
2119,경상북도,상주시,단독주택 ,58.7
2120,경상북도,상주시,단독주택 ,20.9
2121,경상북도,성주군,단독주택 ,24.9
2122,경상북도,성주군,단독주택 ,39
2123,경상북도,성주군,단독주택 ,78.4
2124,경상북도,성주군,단독주택 ,67.2
2125,경상북도,성주군,단독주택 ,26
2126,경상북도,성주군,단독주택 ,62
2127,경상북도,성주군,단독주택 ,52.5
2128,경상북도,성주군,단독주택 ,51
2129,경상북도,성주군,단독주택 ,72.7
2130,경상북도,성주군,단독주택 ,44.5
2131,경상북도,성주군,단독주택 ,57.8
2132,경상북도,성주군,단독주택 ,89.9
2133,경상북도,성주군,단독주택 ,20.6
2134,경상북도,성주군,단독주택 ,90.9
2135,경상북도,성주군,단독주택 ,33.2
2136,경상북도,성주군,단독주택 ,43
2137,경상북도,성주군,연립다세대,27.6
2138,경상북도,성주군,단독주택 ,27.5
2139,경상북도,성주군,단독주택 ,83.4
2140,경상북도,안동시,단독주택 ,16.8
2141,경상북도,안동시,단독주택 ,19
2142,경상북도,안동시,단독주택 ,31.1
2143,경상북도,안동시,단독주택 ,42.3
2144,경상북도,안동시,단독주택 ,48.2
2145,경상북도,안동시,단독주택 ,46.4
2146,경상북도,안동시,단독주택 ,202.2
2147,경상북도,안동시,단독주택 ,65.9
2148,경상북도,안동시,단독주택 ,114.3
2149,경상북도,안동시,단독주택 ,35.1
2150,경상북도,안동시,단독주택 ,10.5
2151,경상북도,안동시,단독주택 ,32.6
2152,경상북도,안동시,단독주택 ,143
2153,경상북도,안동시,단독주택 ,44.2
2154,경상북도,안동시,단독주택 ,90
2155,경상북도,안동시,단독주택 ,40.7
2156,경상북도,안동시,단독주택 ,18.6
2157,경상북도,안동시,연립다세대,20.5
2158,경상북도,안동시,단독주택 ,20.5
2159,경상북도,안동시,연립다세대,16.2
2160,경상북도,안동시,단독주택 ,24.8
2161,경상북도,안동시,연립다세대,23.8
2162,경상북도,안동시,단독주택 ,11.5
2163,경상북도,안동시,연립다세대,20.7
2164,경상북도,안동시,단독주택 ,27.3
2165,경상북도,안동시,연립다세대,12
2166,경상북도,안동시,단독주택 ,23.3
2167,경상북도,안동시,단독주택 ,57.5
2168,경상북도,영덕군,단독주택 ,25
2169,경상북도,영덕군,단독주택 ,44.6
2170,경상북도,영덕군,단독주택 ,191.8
2171,경상북도,영덕군,단독주택 ,108.5
2172,경상북도,영덕군,단독주택 ,14.3
2173,경상북도,영덕군,단독주택 ,15
2174,경상북도,영덕군,단독주택 ,58.8
2175,경상북도,영덕군,단독주택 ,63.7
2176,경상북도,영덕군,단독주택 ,51.3
2177,경상북도,영덕군,단독주택 ,62.3
2178,경상북도,영덕군,단독주택 ,289.5
2179,경상북도,영덕군,단독주택 ,54.4
2180,경상북도,영덕군,단독주택 ,35.6
2181,경상북도,영덕군,단독주택 ,50.9
2182,경상북도,영덕군,단독주택 ,14.9
2183,경상북도,영덕군,단독주택 ,17.5
2184,경상북도,영덕군,연립다세대,21
2185,경상북도,영덕군,단독주택 ,56.5
2186,경상북도,영덕군,단독주택 ,46.3
2187,경상북도,영덕군,단독주택 ,23.7
2188,경상북도,영덕군,단독주택 ,40
2189,경상북도,영양군,단독주택 ,32.2
2190,경상북도,영양군,단독주택 ,12.2
2191,경상북도,영양군,단독주택 ,50.6
2192,경상북도,영양군,단독주택 ,67.8
2193,경상북도,영양군,연립다세대,29
2194,경상북도,영양군,단독주택 ,147.8
2195,경상북도,영양군,단독주택 ,38.7
2196,경상북도,영양군,단독주택 ,467.5
2197,경상북도,영양군,단독주택 ,30.8
2198,경상북도,영양군,단독주택 ,17.8
2199,경상북도,영양군,단독주택 ,205.9
2200,경상북도,영양군,단독주택 ,97.6
2201,경상북도,영양군,단독주택 ,33.8
2202,경상북도,영주시,단독주택 ,189.9
2203,경상북도,영주시,단독주택 ,43
2204,경상북도,영주시,연립다세대,28.2
2205,경상북도,영주시,단독주택 ,34.6
2206,경상북도,영주시,단독주택 ,116.5
2207,경상북도,영주시,단독주택 ,32
2208,경상북도,영주시,단독주택 ,176.8
2209,경상북도,영주시,단독주택 ,78.9
2210,경상북도,영주시,단독주택 ,21
2211,경상북도,영주시,단독주택 ,82.9
2212,경상북도,영주시,단독주택 ,40.3
2213,경상북도,영주시,단독주택 ,72.3
2214,경상북도,영주시,단독주택 ,64.6
2215,경상북도,영주시,단독주택 ,18.5
2216,경상북도,영주시,연립다세대,22.8
2217,경상북도,영주시,단독주택 ,84.2
2218,경상북도,영주시,연립다세대,19
2219,경상북도,영주시,단독주택 ,38.2
2220,경상북도,영주시,단독주택 ,39
2221,경상북도,영주시,단독주택 ,43.3
2222,경상북도,영주시,단독주택 ,67.4
2223,경상북도,영주시,단독주택 ,172.9
2224,경상북도,영주시,단독주택 ,18.2
2225,경상북도,영주시,단독주택 ,115.9
2226,경상북도,영주시,단독주택 ,124.4
2227,경상북도,영주시,단독주택 ,37.4
2228,경상북도,영주시,단독주택 ,65.7
2229,경상북도,영주시,연립다세대,36.8
2230,경상북도,영주시,단독주택 ,18.8
2231,경상북도,영주시,단독주택 ,54.6
2232,경상북도,영주시,단독주택 ,13.3
2233,경상북도,영주시,단독주택 ,314.7
2234,경상북도,영천시,단독주택 ,121.7
2235,경상북도,영천시,단독주택 ,313.2
2236,경상북도,영천시,단독주택 ,101.9
2237,경상북도,영천시,단독주택 ,24.2
2238,경상북도,영천시,단독주택 ,64.5
2239,경상북도,영천시,단독주택 ,33.7
2240,경상북도,영천시,단독주택 ,286.9
2241,경상북도,영천시,단독주택 ,224.2
2242,경상북도,영천시,단독주택 ,92.9
2243,경상북도,영천시,단독주택 ,166.1
2244,경상북도,영천시,단독주택 ,54.9
2245,경상북도,영천시,단독주택 ,95.5
2246,경상북도,영천시,단독주택 ,27.7
2247,경상북도,영천시,단독주택 ,36.3
2248,경상북도,영천시,단독주택 ,30.7
2249,경상북도,영천시,단독주택 ,36.1
2250,경상북도,영천시,단독주택 ,33.6
2251,경상북도,영천시,단독주택 ,18.8
2252,경상북도,영천시,단독주택 ,48.6
2253,경상북도,영천시,단독주택 ,40.4
2254,경상북도,영천시,단독주택 ,46.1
2255,경상북도,영천시,연립다세대,47.2
2256,경상북도,영천시,단독주택 ,37
2257,경상북도,영천시,단독주택 ,78.9
2258,경상북도,영천시,단독주택 ,47.3
2259,경상북도,영천시,단독주택 ,213.3
2260,경상북도,영천시,단독주택 ,62.2
2261,경상북도,예천군,단독주택 ,63.8
2262,경상북도,예천군,단독주택 ,78.2
2263,경상북도,예천군,단독주택 ,233
2264,경상북도,예천군,단독주택 ,106.9
2265,경상북도,예천군,단독주택 ,99.1
2266,경상북도,예천군,단독주택 ,38.9
2267,경상북도,예천군,단독주택 ,35.4
2268,경상북도,예천군,단독주택 ,22.4
2269,경상북도,예천군,단독주택 ,59.3
2270,경상북도,예천군,단독주택 ,25.2
2271,경상북도,예천군,단독주택 ,71.8
2272,경상북도,예천군,단독주택 ,33.6
2273,경상북도,예천군,단독주택 ,21.7
2274,경상북도,예천군,단독주택 ,77.5
2275,경상북도,예천군,연립다세대,58.3
2276,경상북도,예천군,단독주택 ,35.5
2277,경상북도,예천군,단독주택 ,28.9
2278,경상북도,예천군,단독주택 ,33.9
2279,경상북도,예천군,단독주택 ,32.8
2280,경상북도,예천군,연립다세대,23.9
2281,경상북도,예천군,단독주택 ,13.4
2282,경상북도,예천군,단독주택 ,21.3
2283,경상북도,예천군,단독주택 ,35.4
2284,경상북도,울릉군,단독주택 ,197.7
2285,경상북도,울릉군,단독주택 ,77.7
2286,경상북도,울릉군,단독주택 ,71.9
2287,경상북도,울릉군,연립다세대,130.4
2288,경상북도,울릉군,연립다세대,41.6
2289,경상북도,울릉군,단독주택 ,23
2290,경상북도,울릉군,단독주택 ,30.9
2291,경상북도,울진군,단독주택 ,75.6
2292,경상북도,울진군,단독주택 ,165.2
2293,경상북도,울진군,단독주택 ,102.1
2294,경상북도,울진군,연립다세대,46.7
2295,경상북도,울진군,연립다세대,60.2
2296,경상북도,울진군,단독주택 ,31
2297,경상북도,울진군,단독주택 ,28.6
2298,경상북도,울진군,단독주택 ,427.1
2299,경상북도,울진군,단독주택 ,90.5
2300,경상북도,울진군,연립다세대,78.1
2301,경상북도,울진군,단독주택 ,9.4
2302,경상북도,울진군,단독주택 ,66.3
2303,경상북도,울진군,연립다세대,42.9
2304,경상북도,울진군,단독주택 ,154.1
2305,경상북도,울진군,단독주택 ,26.3
2306,경상북도,울진군,단독주택 ,19.8
2307,경상북도,울진군,단독주택 ,21.7
2308,경상북도,울진군,단독주택 ,69
2309,경상북도,울진군,단독주택 ,39.2
2310,경상북도,울진군,연립다세대,72.2
2311,경상북도,울진군,단독주택 ,69.3
2312,경상북도,울진군,단독주택 ,67.4
2313,경상북도,울진군,연립다세대,48.1
2314,경상북도,울진군,단독주택 ,176.7
2315,경상북도,울진군,단독주택 ,7
2316,경상북도,의성군,단독주택 ,67.4
2317,경상북도,의성군,연립다세대,71.6
2318,경상북도,의성군,단독주택 ,85.1
2319,경상북도,의성군,단독주택 ,139.8
2320,경상북도,의성군,단독주택 ,54.9
2321,경상북도,의성군,단독주택 ,85.7
2322,경상북도,의성군,단독주택 ,75
2323,경상북도,의성군,단독주택 ,81.2
2324,경상북도,의성군,단독주택 ,141
2325,경상북도,의성군,단독주택 ,56.6
2326,경상북도,의성군,연립다세대,38.9
2327,경상북도,의성군,단독주택 ,73.8
2328,경상북도,의성군,단독주택 ,32.3
2329,경상북도,의성군,연립다세대,28.6
2330,경상북도,의성군,단독주택 ,173.7
2331,경상북도,의성군,단독주택 ,35
2332,경상북도,의성군,단독주택 ,18.2
2333,경상북도,의성군,단독주택 ,28.9
2334,경상북도,의성군,단독주택 ,84.1
2335,경상북도,의성군,단독주택 ,29.5
2336,경상북도,의성군,연립다세대,39
2337,경상북도,의성군,단독주택 ,79.3
2338,경상북도,의성군,단독주택 ,58
2339,경상북도,의성군,단독주택 ,33.1
2340,경상북도,의성군,단독주택 ,58.5
2341,경상북도,의성군,단독주택 ,28.4
2342,경상북도,청도군,단독주택 ,54.5
2343,경상북도,청도군,단독주택 ,104.9
2344,경상북도,청도군,단독주택 ,50.7
2345,경상북도,청도군,연립다세대,77.9
2346,경상북도,청도군,단독주택 ,36.2
2347,경상북도,청도군,단독주택 ,204.3
2348,경상북도,청도군,연립다세대,40.2
2349,경상북도,청도군,단독주택 ,221.9
2350,경상북도,청도군,단독주택 ,108.4
2351,경상북도,청도군,단독주택 ,113.7
2352,경상북도,청도군,단독주택 ,32.6
2353,경상북도,청도군,단독주택 ,64.9
2354,경상북도,청도군,단독주택 ,243
2355,경상북도,청도군,단독주택 ,20.9
2356,경상북도,청도군,단독주택 ,20.1
2357,경상북도,청도군,단독주택 ,69
2358,경상북도,청도군,단독주택 ,133.4
2359,경상북도,청도군,단독주택 ,101.8
2360,경상북도,청도군,단독주택 ,74
2361,경상북도,청도군,단독주택 ,193.5
2362,경상북도,청도군,단독주택 ,227.2
2363,경상북도,청송군,단독주택 ,142.6
2364,경상북도,청송군,단독주택 ,118.5
2365,경상북도,청송군,연립다세대,52.3
2366,경상북도,청송군,단독주택 ,10.4
2367,경상북도,청송군,단독주택 ,199.5
2368,경상북도,청송군,단독주택 ,86.1
2369,경상북도,청송군,단독주택 ,36.6
2370,경상북도,청송군,단독주택 ,80
2371,경상북도,청송군,단독주택 ,86.8
2372,경상북도,청송군,단독주택 ,39.9
2373,경상북도,청송군,단독주택 ,191.1
2374,경상북도,청송군,단독주택 ,40.7
2375,경상북도,청송군,단독주택 ,28.4
2376,경상북도,청송군,단독주택 ,43.3
2377,경상북도,청송군,단독주택 ,23.6
2378,경상북도,청송군,단독주택 ,45.8
2379,경상북도,청송군,단독주택 ,42.5
2380,경상북도,청송군,단독주택 ,9.4
2381,경상북도,칠곡군,단독주택 ,206.1
2382,경상북도,칠곡군,단독주택 ,69.5
2383,경상북도,칠곡군,단독주택 ,27.9
2384,경상북도,칠곡군,단독주택 ,44.7
2385,경상북도,칠곡군,단독주택 ,57.9
2386,경상북도,칠곡군,단독주택 ,39.7
2387,경상북도,칠곡군,단독주택 ,73.7
2388,경상북도,칠곡군,연립다세대,40.1
2389,경상북도,칠곡군,단독주택 ,29.8
2390,경상북도,칠곡군,단독주택 ,13
2391,경상북도,칠곡군,단독주택 ,34.4
2392,경상북도,칠곡군,단독주택 ,21.6
2393,경상북도,칠곡군,단독주택 ,23.4
2394,경상북도,칠곡군,단독주택 ,77.3
2395,경상북도,칠곡군,단독주택 ,209.1
2396,경상북도,칠곡군,단독주택 ,37.2
2397,경상북도,칠곡군,단독주택 ,19.3
2398,경상북도,칠곡군,연립다세대,41.3
2399,경상북도,칠곡군,단독주택 ,27.8
2400,경상북도,칠곡군,단독주택 ,108.1
2401,경상북도,칠곡군,단독주택 ,17.6
2402,경상북도,칠곡군,단독주택 ,148.5
2403,경상북도,칠곡군,단독주택 ,42
2404,경상북도,칠곡군,연립다세대,23.5
2405,경상북도,칠곡군,단독주택 ,62.8
2406,경상북도,칠곡군,단독주택 ,23.9
2407,경상북도,칠곡군,단독주택 ,106.7
2408,경상북도,칠곡군,단독주택 ,38
2409,경상북도,칠곡군,단독주택 ,137.7
2410,경상북도,포항시,연립다세대,32.9
2411,경상북도,포항시,단독주택 ,94.6
2412,경상북도,포항시,단독주택 ,55.3
2413,경상북도,포항시,단독주택 ,38
2414,경상북도,포항시,단독주택 ,24.2
2415,경상북도,포항시,단독주택 ,206.9
2416,경상북도,포항시,단독주택 ,44.9
2417,경상북도,포항시,연립다세대,34.7
2418,경상북도,포항시,단독주택 ,31.6
2419,경상북도,포항시,연립다세대,49.6
2420,경상북도,포항시,단독주택 ,55.5
2421,경상북도,포항시,단독주택 ,43
2422,경상북도,포항시,단독주택 ,25.6
2423,경상북도,포항시,단독주택 ,14.4
2424,경상북도,포항시,연립다세대,47.8
2425,경상북도,포항시,단독주택 ,36.2
2426,경상북도,포항시,연립다세대,16.8
2427,경상북도,포항시,단독주택 ,83.2
2428,경상북도,포항시,연립다세대,41.5
2429,경상북도,포항시,단독주택 ,66.3
2430,경상북도,포항시,연립다세대,92.9
2431,경상북도,포항시,연립다세대,72.7
2432,경상북도,포항시,단독주택 ,77.9
2433,경상북도,포항시,단독주택 ,49.1
2434,경상북도,포항시,단독주택 ,50.1
2435,경상북도,포항시,연립다세대,58.7
2436,경상북도,포항시,단독주택 ,173.3
2437,경상북도,포항시,단독주택 ,114.3
2438,경상북도,포항시,연립다세대,150.9
2439,경상북도,포항시,단독주택 ,17
2440,경상북도,포항시,단독주택 ,108.5
2441,경상북도,포항시,단독주택 ,73.9
2442,경상북도,포항시,단독주택 ,94.1
2443,경상북도,포항시,단독주택 ,540.3
2444,경상북도,포항시,단독주택 ,60.7
2445,경상북도,포항시,단독주택 ,91.4
2446,경상북도,포항시,연립다세대,48.5
2447,경상북도,포항시,단독주택 ,95.1
2448,경상북도,포항시,단독주택 ,68.4
2449,경상북도,포항시,연립다세대,24.4
2450,경상북도,포항시,단독주택 ,152.6
2451,경상북도,포항시,단독주택 ,55.3
2452,경상북도,포항시,연립다세대,24.7
2453,경상북도,포항시,단독주택 ,75.6
2454,경상북도,포항시,단독주택 ,36.2
2455,경상북도,포항시,연립다세대,30.3
2456,광주광역시,광산구,단독주택 ,61.9
2457,광주광역시,광산구,단독주택 ,61.3
2458,광주광역시,광산구,단독주택 ,91.2
2459,광주광역시,광산구,연립다세대,56.2
2460,광주광역시,광산구,연립다세대,40.2
2461,광주광역시,광산구,단독주택 ,13.8
2462,광주광역시,광산구,연립다세대,25.6
2463,광주광역시,광산구,단독주택 ,70.9
2464,광주광역시,광산구,단독주택 ,143.4
2465,광주광역시,광산구,단독주택 ,105.1
2466,광주광역시,광산구,단독주택 ,27.3
2467,광주광역시,광산구,단독주택 ,27.6
2468,광주광역시,광산구,단독주택 ,59.1
2469,광주광역시,광산구,단독주택 ,112.1
2470,광주광역시,광산구,단독주택 ,56.5
2471,광주광역시,광산구,단독주택 ,69.7
2472,광주광역시,광산구,단독주택 ,41.6
2473,광주광역시,광산구,단독주택 ,135
2474,광주광역시,광산구,단독주택 ,29.6
2475,광주광역시,광산구,연립다세대,42.4
2476,광주광역시,광산구,연립다세대,58.6
2477,광주광역시,광산구,연립다세대,91.2
2478,광주광역시,광산구,단독주택 ,33.1
2479,광주광역시,광산구,단독주택 ,37.2
2480,광주광역시,광산구,단독주택 ,24.7
2481,광주광역시,광산구,단독주택 ,68.6
2482,광주광역시,광산구,단독주택 ,115.3
2483,광주광역시,광산구,단독주택 ,53.1
2484,광주광역시,광산구,단독주택 ,21.2
2485,광주광역시,광산구,단독주택 ,45
2486,광주광역시,광산구,단독주택 ,21.8
2487,광주광역시,광산구,단독주택 ,39.9
2488,광주광역시,광산구,단독주택 ,29.4
2489,광주광역시,광산구,단독주택 ,60.7
2490,광주광역시,광산구,단독주택 ,86.8
2491,광주광역시,광산구,단독주택 ,20
2492,광주광역시,광산구,단독주택 ,47.1
2493,광주광역시,광산구,단독주택 ,56.5
2494,광주광역시,광산구,단독주택 ,79.7
2495,광주광역시,광산구,단독주택 ,46.1
2496,광주광역시,광산구,단독주택 ,27.2
2497,광주광역시,광산구,단독주택 ,60.5
2498,광주광역시,광산구,단독주택 ,44
2499,광주광역시,광산구,단독주택 ,11.1
2500,광주광역시,광산구,단독주택 ,50.7
2501,광주광역시,광산구,단독주택 ,67.6
2502,광주광역시,광산구,단독주택 ,23.1
2503,광주광역시,광산구,단독주택 ,15.1
2504,광주광역시,광산구,단독주택 ,56.2
2505,광주광역시,광산구,단독주택 ,110.8
2506,광주광역시,광산구,단독주택 ,28.1
2507,광주광역시,광산구,단독주택 ,48.3
2508,광주광역시,광산구,연립다세대,77.4
2509,광주광역시,광산구,연립다세대,37.1
2510,광주광역시,광산구,연립다세대,141.5
2511,광주광역시,남구,단독주택 ,53.7
2512,광주광역시,남구,단독주택 ,24.5
2513,광주광역시,남구,단독주택 ,52.3
2514,광주광역시,남구,연립다세대,22.2
2515,광주광역시,남구,단독주택 ,116.1
2516,광주광역시,남구,단독주택 ,74.3
2517,광주광역시,남구,단독주택 ,98.5
2518,광주광역시,남구,단독주택 ,8.6
2519,광주광역시,남구,단독주택 ,22.2
2520,광주광역시,남구,단독주택 ,42.5
2521,광주광역시,남구,연립다세대,69.4
2522,광주광역시,남구,단독주택 ,38.2
2523,광주광역시,남구,단독주택 ,14.5
2524,광주광역시,남구,단독주택 ,21.9
2525,광주광역시,남구,단독주택 ,17.4
2526,광주광역시,남구,단독주택 ,47.1
2527,광주광역시,남구,연립다세대,15
2528,광주광역시,남구,단독주택 ,56.1
2529,광주광역시,남구,단독주택 ,17.2
2530,광주광역시,남구,단독주택 ,29.1
2531,광주광역시,남구,단독주택 ,12
2532,광주광역시,남구,단독주택 ,15.1
2533,광주광역시,남구,단독주택 ,46.2
2534,광주광역시,남구,연립다세대,17.4
2535,광주광역시,남구,단독주택 ,101.6
2536,광주광역시,남구,단독주택 ,79
2537,광주광역시,남구,단독주택 ,85.3
2538,광주광역시,남구,단독주택 ,99.8
2539,광주광역시,남구,단독주택 ,16
2540,광주광역시,남구,단독주택 ,15.1
