순서,시도,시군구,주택유형,겨울철_실내라돈농도
1,강원도,강릉시,연립다세대,21.8
2,강원도,강릉시,단독주택 ,83.1
3,강원도,강릉시,단독주택 ,42
4,강원도,강릉시,단독주택 ,40.1
5,강원도,강릉시,단독주택 ,58.3
6,강원도,강릉시,단독주택 ,81.1
7,강원도,강릉시,단독주택 ,83.7
8,강원도,강릉시,단독주택 ,52
9,강원도,강릉시,단독주택 ,133.2
10,강원도,강릉시,단독주택 ,43.8
11,강원도,강릉시,연립다세대,54.4
12,강원도,강릉시,단독주택 ,116.9
13,강원도,강릉시,단독주택 ,26.5
14,강원도,강릉시,단독주택 ,182.6
15,강원도,강릉시,연립다세대,24.3
16,강원도,강릉시,단독주택 ,54.2
17,강원도,강릉시,연립다세대,157.9
18,강원도,강릉시,단독주택,39.5
19,강원도,강릉시,단독주택 ,76.5
20,강원도,강릉시,단독주택 ,28.9
21,강원도,강릉시,단독주택 ,19.5
22,강원도,강릉시,단독주택 ,183.7
23,강원도,강릉시,단독주택 ,20
24,강원도,강릉시,단독주택 ,72.9
25,강원도,강릉시,단독주택 ,30.7
26,강원도,강릉시,단독주택 ,40.7
27,강원도,강릉시,단독주택 ,42.5
28,강원도,강릉시,단독주택 ,42.3
29,강원도,강릉시,단독주택 ,35.1
30,강원도,강릉시,단독주택 ,39.3
31,강원도,강릉시,단독주택 ,22.6
32,강원도,강릉시,단독주택 ,19.8
33,강원도,강릉시,단독주택 ,27.4
34,강원도,강릉시,단독주택 ,24.6
35,강원도,강릉시,단독주택 ,87.8
36,강원도,강릉시,단독주택 ,40.3
37,강원도,강릉시,단독주택 ,37.9
38,강원도,강릉시,단독주택 ,41.9
39,강원도,강릉시,단독주택 ,40.3
40,강원도,강릉시,단독주택 ,28.5
41,강원도,강릉시,단독주택 ,41.2
42,강원도,강릉시,단독주택 ,30.9
43,강원도,강릉시,단독주택 ,40.4
44,강원도,강릉시,단독주택 ,22.3
45,강원도,강릉시,단독주택 ,38.2
46,강원도,강릉시,단독주택 ,72.1
47,강원도,강릉시,단독주택 ,28.5
48,강원도,강릉시,단독주택 ,22.5
49,강원도,강릉시,단독주택 ,31.1
50,강원도,강릉시,단독주택 ,50.2
51,강원도,강릉시,단독주택 ,93.7
52,강원도,강릉시,단독주택 ,167.7
53,강원도,강릉시,단독주택 ,69.1
54,강원도,강릉시,단독주택 ,51.6
55,강원도,강릉시,단독주택 ,22.2
56,강원도,강릉시,단독주택 ,18.2
57,강원도,강릉시,단독주택 ,132.1
58,강원도,강릉시,단독주택 ,65.9
59,강원도,강릉시,연립다세대,29.3
60,강원도,강릉시,단독주택 ,21.9
61,강원도,강릉시,단독주택 ,73.8
62,강원도,강릉시,단독주택 ,30.2
63,강원도,강릉시,단독주택 ,23.1
64,강원도,강릉시,단독주택 ,233.3
65,강원도,강릉시,단독주택 ,14.5
66,강원도,강릉시,단독주택 ,18.5
67,강원도,강릉시,단독주택 ,114.2
68,강원도,강릉시,단독주택 ,29.3
69,강원도,강릉시,단독주택 ,41.5
70,강원도,강릉시,단독주택 ,60.5
71,강원도,강릉시,단독주택 ,27.2
72,강원도,강릉시,단독주택 ,54.7
73,강원도,강릉시,단독주택 ,120.9
74,강원도,강릉시,단독주택 ,18.9
75,강원도,고성군,단독주택 ,13.1
76,강원도,고성군,단독주택 ,25.3
77,강원도,고성군,단독주택 ,32.3
78,강원도,고성군,연립다세대,19.2
79,강원도,고성군,단독주택 ,31.3
80,강원도,고성군,단독주택 ,23.4
81,강원도,고성군,단독주택 ,25.8
82,강원도,고성군,단독주택 ,76
83,강원도,고성군,연립다세대,16.3
84,강원도,고성군,단독주택 ,53.5
85,강원도,고성군,단독주택 ,87.3
86,강원도,고성군,단독주택 ,112.3
87,강원도,고성군,단독주택 ,64.7
88,강원도,동해시,단독주택 ,111.8
89,강원도,동해시,단독주택 ,192
90,강원도,동해시,연립다세대,25
91,강원도,동해시,단독주택 ,40.2
92,강원도,동해시,단독주택 ,50.5
93,강원도,동해시,단독주택 ,41.9
94,강원도,동해시,단독주택 ,46
95,강원도,동해시,단독주택 ,36.7
96,강원도,동해시,단독주택 ,44.5
97,강원도,동해시,단독주택 ,34.3
98,강원도,삼척시,단독주택 ,106.5
99,강원도,삼척시,단독주택 ,54.8
100,강원도,삼척시,단독주택 ,568.5
101,강원도,삼척시,단독주택 ,36.4
102,강원도,삼척시,연립다세대,76.7
103,강원도,삼척시,단독주택 ,28.7
104,강원도,삼척시,연립다세대,26.8
105,강원도,속초시,단독주택 ,79.8
106,강원도,속초시,단독주택 ,43.4
107,강원도,속초시,단독주택 ,36.5
108,강원도,속초시,단독주택 ,39.2
109,강원도,속초시,연립다세대,33.8
110,강원도,속초시,단독주택 ,41.1
111,강원도,속초시,단독주택 ,68.9
112,강원도,속초시,연립다세대,23.2
113,강원도,속초시,단독주택 ,124.8
114,강원도,속초시,단독주택 ,36
115,강원도,속초시,단독주택 ,28.8
116,강원도,속초시,단독주택 ,272.8
117,강원도,속초시,단독주택 ,253.3
118,강원도,속초시,단독주택 ,97
119,강원도,양구군,단독주택 ,29.4
120,강원도,양구군,단독주택 ,31.3
121,강원도,양구군,단독주택 ,173.8
122,강원도,양구군,연립다세대,45.1
123,강원도,양구군,단독주택 ,119.5
124,강원도,양구군,단독주택 ,146.2
125,강원도,양구군,단독주택 ,28.4
126,강원도,양구군,단독주택 ,39.1
127,강원도,양구군,단독주택 ,37.6
128,강원도,양구군,단독주택 ,38.2
129,강원도,양구군,단독주택 ,15
130,강원도,양구군,단독주택 ,107
131,강원도,양구군,단독주택 ,56.4
132,강원도,양양군,단독주택 ,51.4
133,강원도,양양군,단독주택 ,245.5
134,강원도,양양군,연립다세대,45
135,강원도,양양군,단독주택 ,27.2
136,강원도,양양군,단독주택 ,44.4
137,강원도,양양군,단독주택 ,42.4
138,강원도,양양군,단독주택 ,35.6
139,강원도,양양군,단독주택 ,27.1
140,강원도,양양군,단독주택 ,45.5
141,강원도,양양군,단독주택 ,15.9
142,강원도,양양군,단독주택 ,97.4
143,강원도,양양군,단독주택 ,173.7
144,강원도,양양군,단독주택 ,21.1
145,강원도,양양군,단독주택 ,69
146,강원도,양양군,단독주택 ,45.1
147,강원도,영월군,단독주택 ,57.6
148,강원도,영월군,단독주택 ,25.3
149,강원도,영월군,단독주택 ,95.6
150,강원도,영월군,단독주택 ,122.3
151,강원도,영월군,연립다세대,30.4
152,강원도,영월군,단독주택 ,48.7
153,강원도,영월군,단독주택 ,44
154,강원도,영월군,단독주택 ,76.2
155,강원도,영월군,연립다세대,40
156,강원도,영월군,단독주택 ,55.9
157,강원도,영월군,단독주택 ,30
158,강원도,영월군,단독주택 ,169
159,강원도,영월군,단독주택 ,213
160,강원도,영월군,단독주택 ,52.6
161,강원도,영월군,단독주택 ,54
162,강원도,영월군,단독주택 ,169.3
163,강원도,영월군,단독주택 ,162.5
164,강원도,영월군,단독주택 ,132.9
165,강원도,영월군,단독주택 ,61.3
166,강원도,영월군,단독주택 ,53.3
167,강원도,영월군,단독주택 ,137.2
168,강원도,영월군,단독주택 ,44.4
169,강원도,영월군,단독주택 ,51
170,강원도,영월군,단독주택 ,226.2
171,강원도,영월군,단독주택 ,100
172,강원도,원주시,단독주택 ,83.6
173,강원도,원주시,단독주택 ,76.9
174,강원도,원주시,연립다세대,56.9
175,강원도,원주시,단독주택 ,81.9
176,강원도,원주시,단독주택 ,141.7
177,강원도,원주시,단독주택 ,77.2
178,강원도,원주시,단독주택 ,44.9
179,강원도,원주시,단독주택 ,18.3
180,강원도,원주시,단독주택 ,139.9
181,강원도,원주시,단독주택 ,57
182,강원도,원주시,단독주택 ,47.2
183,강원도,원주시,단독주택 ,398.3
184,강원도,원주시,단독주택 ,121.5
185,강원도,원주시,단독주택 ,83.5
186,강원도,원주시,단독주택 ,186.7
187,강원도,원주시,연립다세대,44.8
188,강원도,원주시,단독주택 ,316
189,강원도,원주시,단독주택 ,326
190,강원도,원주시,단독주택 ,135
191,강원도,원주시,단독주택 ,144.9
192,강원도,원주시,단독주택 ,70.1
193,강원도,원주시,단독주택 ,202.1
194,강원도,원주시,단독주택 ,44.7
195,강원도,원주시,단독주택 ,28
196,강원도,원주시,단독주택 ,293.2
197,강원도,원주시,단독주택 ,148.5
198,강원도,원주시,단독주택 ,542.6
199,강원도,원주시,연립다세대,27.5
200,강원도,원주시,단독주택 ,83.6
201,강원도,원주시,연립다세대,71.5
202,강원도,원주시,단독주택 ,41.5
203,강원도,원주시,단독주택 ,31.3
204,강원도,원주시,단독주택 ,44.3
205,강원도,원주시,단독주택 ,82.7
206,강원도,원주시,단독주택 ,52.6
207,강원도,원주시,단독주택 ,59.7
208,강원도,원주시,단독주택 ,50
209,강원도,원주시,단독주택 ,112.2
210,강원도,원주시,단독주택 ,43.4
211,강원도,원주시,단독주택 ,96.6
212,강원도,인제군,단독주택 ,52
213,강원도,인제군,단독주택 ,89.3
214,강원도,인제군,단독주택 ,178.4
215,강원도,인제군,연립다세대,22.7
216,강원도,인제군,단독주택 ,34.2
217,강원도,인제군,단독주택 ,59.8
218,강원도,인제군,단독주택 ,17.4
219,강원도,인제군,단독주택 ,25
220,강원도,인제군,단독주택 ,26.7
221,강원도,인제군,단독주택 ,203.2
222,강원도,인제군,단독주택 ,15.3
223,강원도,정선군,단독주택 ,38.6
224,강원도,정선군,단독주택 ,55.8
225,강원도,정선군,단독주택 ,74.4
226,강원도,정선군,단독주택 ,350
227,강원도,정선군,연립다세대,34.6
228,강원도,정선군,단독주택 ,26.7
229,강원도,정선군,단독주택 ,356.4
230,강원도,정선군,단독주택 ,74.3
231,강원도,정선군,단독주택 ,184
232,강원도,정선군,단독주택 ,26
233,강원도,정선군,단독주택 ,123.3
234,강원도,철원군,단독주택 ,73.2
235,강원도,철원군,단독주택 ,65
236,강원도,철원군,단독주택 ,38.2
237,강원도,철원군,단독주택 ,84.4
238,강원도,철원군,연립다세대,60.3
239,강원도,철원군,단독주택 ,117.8
240,강원도,철원군,단독주택 ,229.6
241,강원도,철원군,단독주택 ,99.9
242,강원도,철원군,단독주택 ,69.2
243,강원도,철원군,단독주택 ,29.7
244,강원도,철원군,단독주택 ,550.4
245,강원도,철원군,단독주택 ,39.6
246,강원도,철원군,단독주택 ,333.8
247,강원도,철원군,단독주택 ,165.2
248,강원도,철원군,단독주택 ,160.3
249,강원도,철원군,단독주택 ,147
250,강원도,철원군,단독주택 ,63.3
251,강원도,철원군,단독주택 ,90.9
252,강원도,철원군,단독주택 ,61
253,강원도,철원군,단독주택 ,42.2
254,강원도,철원군,단독주택 ,44
255,강원도,철원군,단독주택 ,239.9
256,강원도,철원군,단독주택 ,328
257,강원도,춘천시,단독주택 ,135.3
258,강원도,춘천시,단독주택 ,81.5
259,강원도,춘천시,연립다세대,71.1
260,강원도,춘천시,단독주택 ,113.7
261,강원도,춘천시,연립다세대,149.3
262,강원도,춘천시,연립다세대,88.6
263,강원도,춘천시,단독주택 ,43.1
264,강원도,춘천시,단독주택 ,288.1
265,강원도,춘천시,단독주택 ,135.3
266,강원도,춘천시,연립다세대,61.3
267,강원도,춘천시,단독주택 ,43
268,강원도,춘천시,연립다세대,107.1
269,강원도,춘천시,단독주택 ,57.3
270,강원도,춘천시,단독주택 ,114.3
271,강원도,춘천시,단독주택 ,63.8
272,강원도,춘천시,단독주택 ,130.3
273,강원도,춘천시,연립다세대,32.9
274,강원도,춘천시,단독주택 ,75.5
275,강원도,춘천시,단독주택 ,88
276,강원도,춘천시,단독주택 ,152.4
277,강원도,춘천시,단독주택 ,121
278,강원도,춘천시,단독주택 ,156.6
279,강원도,춘천시,단독주택 ,84.6
280,강원도,춘천시,단독주택 ,277.2
281,강원도,춘천시,단독주택 ,330.1
282,강원도,춘천시,단독주택 ,26.7
283,강원도,춘천시,단독주택 ,176.6
284,강원도,춘천시,단독주택 ,384.1
285,강원도,춘천시,단독주택 ,113
286,강원도,춘천시,단독주택 ,62.1
287,강원도,춘천시,단독주택 ,138.3
288,강원도,춘천시,단독주택 ,43.6
289,강원도,춘천시,단독주택 ,47.1
290,강원도,춘천시,단독주택 ,40.6
291,강원도,춘천시,단독주택 ,108.9
292,강원도,춘천시,단독주택 ,27.2
293,강원도,춘천시,연립다세대,79.4
294,강원도,춘천시,단독주택 ,46.5
295,강원도,춘천시,단독주택 ,36.6
296,강원도,춘천시,단독주택 ,95.4
297,강원도,춘천시,단독주택 ,92
298,강원도,춘천시,단독주택 ,78.7
299,강원도,춘천시,단독주택 ,77.1
300,강원도,춘천시,연립다세대,222.5
301,강원도,춘천시,단독주택 ,31.9
302,강원도,춘천시,단독주택 ,57.7
303,강원도,춘천시,단독주택 ,90.4
304,강원도,춘천시,단독주택 ,76.9
305,강원도,춘천시,단독주택 ,53.1
306,강원도,춘천시,단독주택 ,250.9
307,강원도,춘천시,단독주택 ,51.9
308,강원도,춘천시,단독주택 ,116.5
309,강원도,춘천시,단독주택 ,44.5
310,강원도,춘천시,단독주택 ,195.7
311,강원도,춘천시,단독주택 ,227.2
312,강원도,태백시,연립다세대,40.5
313,강원도,태백시,단독주택 ,60.1
314,강원도,태백시,연립다세대,33.7
315,강원도,태백시,단독주택 ,86.5
316,강원도,태백시,연립다세대,166
317,강원도,태백시,단독주택 ,468.4
318,강원도,태백시,단독주택 ,58.2
319,강원도,태백시,단독주택 ,87.7
320,강원도,평창군,단독주택 ,24.7
321,강원도,평창군,단독주택 ,20.7
322,강원도,평창군,단독주택 ,71.2
323,강원도,평창군,연립다세대,96.8
324,강원도,평창군,단독주택 ,94.5
325,강원도,평창군,단독주택 ,529.6
326,강원도,평창군,단독주택 ,141.7
327,강원도,평창군,연립다세대,58.1
328,강원도,평창군,단독주택 ,24.6
329,강원도,평창군,연립다세대,43.7
330,강원도,평창군,단독주택 ,49
331,강원도,평창군,연립다세대,228.2
332,강원도,평창군,연립다세대,31.6
333,강원도,평창군,단독주택 ,75.2
334,강원도,평창군,연립다세대,120.8
335,강원도,평창군,연립다세대,24.9
336,강원도,평창군,단독주택 ,97
337,강원도,홍천군,단독주택 ,45.3
338,강원도,홍천군,단독주택 ,90.4
339,강원도,홍천군,단독주택 ,107.8
340,강원도,홍천군,단독주택 ,79.1
341,강원도,홍천군,연립다세대,92.5
342,강원도,홍천군,연립다세대,58.1
343,강원도,화천군,단독주택 ,28.2
344,강원도,화천군,단독주택 ,94.8
345,강원도,화천군,단독주택 ,79.7
346,강원도,화천군,단독주택 ,169.6
347,강원도,화천군,단독주택 ,30.8
348,강원도,화천군,단독주택 ,127.9
349,강원도,화천군,단독주택 ,67.9
350,강원도,화천군,단독주택 ,51.9
351,강원도,화천군,단독주택 ,41.2
352,강원도,화천군,단독주택 ,157.7
353,강원도,화천군,단독주택 ,181.9
354,강원도,화천군,단독주택 ,117.3
355,강원도,화천군,단독주택 ,76.1
356,강원도,화천군,단독주택 ,141.6
357,강원도,화천군,단독주택 ,29.2
358,강원도,화천군,단독주택 ,50.3
359,강원도,화천군,단독주택 ,17.4
360,강원도,화천군,단독주택 ,29.7
361,강원도,화천군,단독주택 ,33.8
362,강원도,화천군,단독주택 ,38.2
363,강원도,화천군,단독주택 ,93.2
364,강원도,화천군,단독주택 ,44.6
365,강원도,화천군,단독주택 ,35
366,강원도,화천군,단독주택 ,168.7
367,강원도,화천군,단독주택 ,116.7
368,강원도,화천군,단독주택 ,78.1
369,강원도,화천군,단독주택 ,188.4
370,강원도,화천군,단독주택 ,174.7
371,강원도,화천군,단독주택 ,66.5
372,강원도,화천군,단독주택 ,141.1
373,강원도,화천군,연립다세대,43.8
374,강원도,화천군,연립다세대,39.9
375,강원도,화천군,단독주택 ,67.1
376,강원도,횡성군,단독주택 ,57.5
377,강원도,횡성군,단독주택 ,28.9
378,강원도,횡성군,단독주택 ,217.3
379,강원도,횡성군,단독주택 ,86.2
380,강원도,횡성군,단독주택 ,33.7
381,강원도,횡성군,단독주택 ,32.2
382,강원도,횡성군,단독주택 ,52.1
383,강원도,횡성군,단독주택 ,592.4
384,강원도,횡성군,단독주택 ,39.4
385,강원도,횡성군,단독주택 ,626.3
386,강원도,횡성군,단독주택 ,86.4
387,강원도,횡성군,단독주택 ,101.2
388,강원도,횡성군,단독주택 ,120.1
389,강원도,횡성군,단독주택 ,35.9
390,강원도,횡성군,단독주택 ,97.3
391,강원도,횡성군,연립다세대,48.5
392,강원도,횡성군,단독주택 ,73.5
393,강원도,횡성군,단독주택 ,212.8
394,강원도,횡성군,단독주택 ,62.3
395,강원도,횡성군,단독주택 ,47
396,강원도,횡성군,단독주택 ,64.6
397,강원도,횡성군,단독주택 ,253.1
398,강원도,횡성군,단독주택 ,34.2
399,강원도,횡성군,단독주택 ,74.7
400,강원도,횡성군,단독주택 ,62
401,강원도,횡성군,단독주택 ,82.5
402,강원도,횡성군,단독주택 ,118
403,강원도,횡성군,단독주택 ,94.1
404,강원도,횡성군,단독주택 ,164
405,강원도,횡성군,단독주택 ,61.7
406,강원도,횡성군,단독주택 ,38.8
407,강원도,횡성군,단독주택 ,250
408,강원도,횡성군,단독주택 ,45.5
409,강원도,횡성군,단독주택 ,103.8
410,강원도,횡성군,단독주택 ,78.2
411,강원도,횡성군,단독주택 ,39.9
412,강원도,횡성군,단독주택 ,52.7
413,강원도,횡성군,단독주택 ,65.1
414,강원도,횡성군,단독주택 ,70.9
415,강원도,횡성군,단독주택 ,36.6
416,강원도,횡성군,단독주택 ,39.4
417,강원도,횡성군,단독주택 ,76.2
418,강원도,횡성군,단독주택 ,34
419,강원도,횡성군,단독주택 ,108.9
420,강원도,횡성군,단독주택 ,78.4
421,강원도,횡성군,단독주택 ,92.9
422,강원도,횡성군,단독주택 ,84.6
423,강원도,횡성군,단독주택 ,249.5
424,강원도,횡성군,단독주택 ,60.3
425,강원도,횡성군,단독주택 ,33.9
426,강원도,횡성군,단독주택 ,44.7
427,강원도,횡성군,단독주택 ,42.6
428,강원도,횡성군,연립다세대,165.3
429,강원도,횡성군,연립다세대,76.4
430,강원도,횡성군,연립다세대,80.4
431,강원도,횡성군,연립다세대,53.3
432,강원도,횡성군,단독주택 ,59.2
433,강원도,횡성군,단독주택 ,75.1
434,강원도,횡성군,단독주택 ,15.5
435,강원도,횡성군,단독주택 ,79.6
436,강원도,횡성군,단독주택 ,41
437,강원도,횡성군,단독주택 ,23.8
438,강원도,횡성군,단독주택 ,93.7
439,강원도,횡성군,단독주택 ,82.4
440,강원도,횡성군,단독주택 ,98.1
441,강원도,횡성군,단독주택 ,225.7
442,강원도,횡성군,단독주택 ,212.3
443,강원도,횡성군,단독주택 ,162.8
444,강원도,횡성군,단독주택 ,20.6
445,강원도,횡성군,단독주택 ,117.7
446,강원도,횡성군,단독주택 ,107.2
447,강원도,횡성군,단독주택 ,146.4
448,강원도,횡성군,단독주택 ,47.6
449,강원도,횡성군,단독주택 ,373.6
450,강원도,횡성군,단독주택 ,71
451,강원도,횡성군,단독주택 ,131.2
452,강원도,횡성군,단독주택 ,34.2
453,강원도,횡성군,단독주택 ,153.7
454,강원도,횡성군,단독주택 ,37.1
455,강원도,횡성군,단독주택 ,57.6
456,강원도,횡성군,단독주택 ,58.3
457,강원도,횡성군,단독주택 ,49.1
458,강원도,횡성군,단독주택 ,49.5
459,강원도,횡성군,단독주택 ,50.2
460,강원도,횡성군,단독주택 ,30.7
461,강원도,횡성군,단독주택 ,27
462,강원도,횡성군,단독주택 ,71.8
463,강원도,횡성군,단독주택 ,80.9
464,강원도,횡성군,단독주택 ,50.3
465,강원도,횡성군,단독주택 ,28.1
466,강원도,횡성군,단독주택 ,100.6
467,강원도,횡성군,단독주택 ,415.6
468,강원도,횡성군,단독주택 ,27.6
469,강원도,횡성군,단독주택 ,113.1
470,강원도,횡성군,단독주택 ,100
471,강원도,횡성군,단독주택 ,40.9
472,강원도,횡성군,단독주택 ,285
473,강원도,횡성군,단독주택 ,93.3
474,강원도,횡성군,단독주택 ,58.9
475,강원도,횡성군,단독주택 ,145.8
476,강원도,횡성군,단독주택 ,369.1
477,강원도,횡성군,단독주택 ,81.1
478,강원도,횡성군,단독주택 ,117.4
479,강원도,횡성군,단독주택 ,48.2
480,강원도,횡성군,단독주택 ,64.8
481,강원도,횡성군,단독주택 ,55.3
482,강원도,횡성군,단독주택 ,69
483,강원도,횡성군,단독주택 ,54.5
484,강원도,횡성군,단독주택 ,125.2
485,강원도,횡성군,단독주택 ,45.9
486,강원도,횡성군,단독주택 ,165.8
487,강원도,횡성군,단독주택 ,123.9
488,강원도,횡성군,단독주택 ,265.9
489,강원도,횡성군,단독주택 ,52.1
490,강원도,횡성군,단독주택 ,41.5
491,강원도,횡성군,단독주택 ,81.9
492,강원도,횡성군,단독주택 ,68.7
493,강원도,횡성군,단독주택 ,402.4
494,강원도,횡성군,단독주택 ,108.8
495,강원도,횡성군,단독주택 ,51.7
496,강원도,횡성군,단독주택 ,71.7
497,강원도,횡성군,단독주택 ,84.4
498,강원도,횡성군,단독주택 ,39.8
499,강원도,횡성군,단독주택 ,199.6
500,강원도,횡성군,단독주택 ,41.5
501,강원도,횡성군,단독주택 ,79.4
502,강원도,횡성군,단독주택 ,229
503,강원도,횡성군,단독주택 ,103.8
504,강원도,횡성군,단독주택 ,26.3
505,강원도,횡성군,단독주택 ,89.2
506,강원도,횡성군,단독주택 ,112.5
507,강원도,횡성군,단독주택 ,140.5
508,강원도,횡성군,단독주택 ,87.4
509,경기도,가평군,단독주택 ,35.4
510,경기도,가평군,단독주택 ,24
511,경기도,가평군,연립다세대,27.7
512,경기도,가평군,단독주택 ,19.8
513,경기도,가평군,단독주택 ,69.7
514,경기도,가평군,단독주택 ,119.5
515,경기도,가평군,연립다세대,14
516,경기도,가평군,연립다세대,102.6
517,경기도,가평군,단독주택 ,65.6
518,경기도,가평군,단독주택 ,41.5
519,경기도,가평군,단독주택 ,10.6
520,경기도,가평군,단독주택 ,33.4
521,경기도,고양시,연립다세대,17.8
522,경기도,고양시,단독주택 ,29.5
523,경기도,고양시,단독주택 ,32.5
524,경기도,고양시,단독주택 ,142.5
525,경기도,고양시,연립다세대,65.7
526,경기도,고양시,단독주택 ,141.9
527,경기도,고양시,단독주택 ,19.9
528,경기도,고양시,단독주택 ,55.6
529,경기도,고양시,단독주택 ,33.7
530,경기도,고양시,연립다세대,26.3
531,경기도,고양시,단독주택 ,216.1
532,경기도,고양시,연립다세대,13.5
533,경기도,고양시,연립다세대,24.6
534,경기도,고양시,단독주택 ,14.2
535,경기도,고양시,단독주택 ,79.6
536,경기도,고양시,연립다세대,16.6
537,경기도,고양시,단독주택 ,42.9
538,경기도,고양시,단독주택 ,26.5
539,경기도,고양시,단독주택 ,131.4
540,경기도,고양시,단독주택 ,14.3
541,경기도,고양시,연립다세대,12.1
542,경기도,고양시,단독주택 ,65.7
543,경기도,고양시,단독주택 ,70.4
544,경기도,고양시,단독주택 ,33.2
545,경기도,고양시,단독주택 ,62.1
546,경기도,고양시,연립다세대,73.9
547,경기도,고양시,단독주택 ,37.7
548,경기도,고양시,단독주택 ,49.9
549,경기도,고양시,연립다세대,51.2
550,경기도,고양시,연립다세대,29.3
551,경기도,고양시,단독주택 ,97
552,경기도,고양시,연립다세대,11.1
553,경기도,고양시,단독주택 ,22.1
554,경기도,고양시,단독주택 ,78.9
555,경기도,고양시,단독주택 ,61.1
556,경기도,고양시,단독주택 ,15
557,경기도,고양시,연립다세대,15.8
558,경기도,고양시,단독주택 ,20.8
559,경기도,고양시,단독주택 ,37.4
560,경기도,고양시,연립다세대,21
561,경기도,고양시,단독주택 ,51.1
562,경기도,고양시,단독주택 ,8.4
563,경기도,고양시,연립다세대,27.5
564,경기도,과천시,단독주택 ,54.7
565,경기도,과천시,단독주택 ,81.8
566,경기도,과천시,단독주택 ,175.5
567,경기도,과천시,연립다세대,71
568,경기도,과천시,단독주택 ,84.3
569,경기도,과천시,단독주택 ,47.6
570,경기도,과천시,단독주택 ,92.7
571,경기도,과천시,단독주택 ,91.5
572,경기도,과천시,연립다세대,83.7
573,경기도,과천시,단독주택 ,108.5
574,경기도,과천시,연립다세대,21.8
575,경기도,과천시,단독주택 ,93.8
576,경기도,과천시,단독주택 ,28.4
577,경기도,과천시,연립다세대,23.5
578,경기도,광명시,단독주택 ,53.2
579,경기도,광명시,연립다세대,42.8
580,경기도,광명시,연립다세대,21.1
581,경기도,광명시,연립다세대,68
582,경기도,광명시,연립다세대,66.3
583,경기도,광명시,연립다세대,67.7
584,경기도,광명시,단독주택 ,61.2
585,경기도,광명시,연립다세대,92.3
586,경기도,광명시,단독주택 ,118.4
587,경기도,광명시,단독주택 ,76.7
588,경기도,광명시,연립다세대,93.5
589,경기도,광명시,연립다세대,100.4
590,경기도,광명시,연립다세대,95.2
591,경기도,광명시,연립다세대,122.7
592,경기도,광명시,연립다세대,38.5
593,경기도,광명시,연립다세대,41.6
594,경기도,광명시,단독주택 ,181.9
595,경기도,광명시,단독주택 ,69.3
596,경기도,광명시,단독주택 ,96.4
597,경기도,광명시,단독주택 ,84.7
598,경기도,광명시,단독주택 ,91.1
599,경기도,광명시,연립다세대,45.8
600,경기도,광명시,연립다세대,42.8
601,경기도,광명시,단독주택 ,24.6
602,경기도,광명시,연립다세대,73.8
603,경기도,광주시,단독주택 ,116.1
604,경기도,광주시,단독주택 ,97.6
605,경기도,광주시,단독주택 ,70
606,경기도,광주시,단독주택 ,25.1
607,경기도,광주시,단독주택 ,25.1
608,경기도,광주시,연립다세대,12.8
609,경기도,광주시,단독주택 ,44.2
610,경기도,광주시,단독주택 ,24.9
611,경기도,광주시,단독주택 ,64.2
612,경기도,광주시,단독주택 ,43.6
613,경기도,광주시,단독주택 ,109
614,경기도,광주시,연립다세대,15.5
615,경기도,광주시,단독주택 ,32.7
616,경기도,광주시,단독주택 ,49.9
617,경기도,광주시,단독주택 ,34
618,경기도,광주시,단독주택 ,38.5
619,경기도,광주시,연립다세대,37
620,경기도,구리시,단독주택 ,37.5
621,경기도,구리시,단독주택 ,18.7
622,경기도,구리시,연립다세대,86.1
623,경기도,구리시,연립다세대,23.8
624,경기도,구리시,단독주택 ,67.9
625,경기도,군포시,단독주택 ,111.9
626,경기도,군포시,단독주택 ,247.1
627,경기도,군포시,단독주택 ,70.8
628,경기도,군포시,연립다세대,56.1
629,경기도,군포시,연립다세대,41.2
630,경기도,군포시,연립다세대,44.9
631,경기도,군포시,단독주택 ,70.5
632,경기도,군포시,연립다세대,34.2
633,경기도,군포시,연립다세대,71.2
634,경기도,군포시,연립다세대,80.3
635,경기도,군포시,연립다세대,26.4
636,경기도,군포시,연립다세대,82.8
637,경기도,군포시,연립다세대,53.7
638,경기도,김포시,단독주택 ,47.6
639,경기도,김포시,단독주택 ,22.6
640,경기도,김포시,단독주택 ,52.5
641,경기도,김포시,단독주택 ,35.7
642,경기도,김포시,단독주택 ,28.7
643,경기도,김포시,단독주택 ,37.7
644,경기도,김포시,단독주택 ,29.8
645,경기도,김포시,단독주택 ,45.9
646,경기도,김포시,단독주택 ,54
647,경기도,김포시,연립다세대,29
648,경기도,김포시,단독주택 ,35.2
649,경기도,김포시,연립다세대,80.4
650,경기도,김포시,단독주택 ,49.1
651,경기도,김포시,단독주택 ,11.3
652,경기도,김포시,단독주택 ,19
653,경기도,김포시,단독주택 ,10
654,경기도,김포시,연립다세대,20.6
655,경기도,김포시,단독주택 ,31.3
656,경기도,김포시,연립다세대,18.8
657,경기도,김포시,단독주택 ,47.6
658,경기도,김포시,연립다세대,19.4
659,경기도,김포시,단독주택 ,16.5
660,경기도,김포시,단독주택 ,102.9
661,경기도,김포시,단독주택 ,12.1
662,경기도,김포시,단독주택 ,143.5
663,경기도,남양주시,단독주택 ,24.5
664,경기도,남양주시,단독주택 ,29.3
